"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"238","CA","1266982",2020,"Plumas Unified School District",74256920,2641029,25304575,0,2257134,0,0,0,118352,34680830,33613895
"239","IA","163269",2020,"Wapsie Valley Community School District",11531886,980456,3364010,0,999444,0,0,0,126473,10140583,10560779
"240","TX","163555",2020,"East Bernard Independent School District",28624813,2077024,2172567,0,2948659,0,0,0,0,11910519,13562662
"241","IA","163287",2020,"West Hancock Community School District",5321990,255096,3161348,0,198498,0,0,0,14888,8722873,8761562
"242","IA","163297",2020,"Winfield-Mt. Union Community School District",7615282,1198699,2217104,0,354479,0,0,0,0,5025644,5698309
"243","IA","163280",2020,"West Bend-Mallard Community School District",3272462,765640,2008373,0,498449,0,0,0,0,6083874,5374624
"244","IA","163282",2020,"West Central Community School District",7475560,72461,1511274,0,99187,0,0,0,0,5159217,5201647
"245","IA","163292",2020,"Westwood Community School District",4355664,762723,3131694,0,461247,0,0,0,0,9419147,9621697
"246","IA","163276",2020,"Wayne Community School District",7955325,766032,3126106,0,1446756,0,0,0,57641,8037210,8827530
"247","IA","163284",2020,"West Central Valley Community School District",17335193,1496882,4422995,0,244291,0,0,0,13896,13447213,15152215
"248","TX","163558",2020,"Ector County Independent School District",439368530,48742760,89271128,0,119423267,0,0,0,6120573,348795946,376867007
"249","TX","163559",2020,"Ector Independent School District",3218616,138360,668628,0,1033549,0,0,0,0,3952909,4307042
"250","TX","163568",2020,"Elysian Fields Independent School District",11902380,617319,1976509,0,3034748,0,0,0,0,11200372,14549091
"251","TX","163567",2020,"Electra Independent School District",14505709,700137,1353490,0,1807165,0,0,0,0,9005938,8341746
"252","IA","163291",2020,"West Monona Community School District",11331348,918009,3510728,0,688466,0,0,0,0,8697766,10615781
"253","IA","163290",2020,"West Marshall Community School District",12699458,1202544,4465291,0,295473,0,0,0,0,11960831,12913652
"254","IA","163302",2020,"Woodward-Granger Community School District",27353666,1999268,6105938,0,1253225,0,0,0,3946,19654700,20088508
"255","IA","163293",2020,"Whiting Community School District",1658903,392947,1161599,0,39093,0,0,0,14340,3679363,3729606
"256","NY","36341",2020,"Mexico Academy and Central School District",134979088,3322220,6044691,2951577,83870342,0,0,0,4439028,64519221,60901810
"257","CT","155925",2020,"Regional School District No. 11",1648290,467625,0,0,1118657,0,0,0,62008,7350097,7491168
"258","OH","43879",2020,"Muskingum Valley Educational Service Center",36126843,2949973,27831723,0,3854060,1413416,0,0,1491087,24513947,21922984
"259","PA","37892",2020,"Spring Cove School District",55911990,3855393,34619000,0,3500000,0,0,0,702597,27293940,28903394
"260","IN","199996",2020,"Richmond Community Schools",0,0,0,0,0,0,0,0,0,64293403,62779346
"261","IN","199998",2020,"South Harrison Community School Corporation",0,0,0,0,0,0,0,0,0,45326720,47796006
"262","IN","200003",2020,"Southwest Dubois County School Corporation",0,0,0,0,0,0,0,0,0,27753388,27594047
"263","NY","400695",2020,"Millbrook Central School District",72311456,521163,1701449,1559294,51031193,0,0,0,80769,33186345,32904054
"264","AK","93562",2020,"Delta/Greely School District",8306697,579058,7335004,0,103394,381933,0,0,289241,11558897,12638353
"265","PA","400741",2020,"Loyalsock Township School District",54140281,3080278,32888000,0,3376313,0,0,0,203306,24214895,24981232
"266","PA","400715",2020,"Berks County Intermediate Unit",158703554,14971002,121541000,0,7682039,0,0,0,1436060,126228485,127107954
"267","GA","196511",2020,"Coweta County Board of Education",411159499,37449975,219538386,0,151789626,0,0,0,910862,261798206,277802970
"268","GA","196515",2020,"Emanuel County Board of Education",80561416,8384219,39621527,0,32555670,0,0,0,0,50890156,53116504
"269","AR","98693",2020,"Great Rivers Educational Service Cooperative",133643,133643,3913175,0,0,0,0,0,0,6138720,6257018
"270","AZ","30575",2020,"Bullhead City Elementary School District No. 15",17535539,1401736,14671938,0,0,0,0,0,372034,22341074,23579584
"271","TN","106714",2020,"Board of Education of Collierville Schools",18741366,5383952,0,11238234,8116311,0,0,0,0,95436926,102604839
"272","AR","108515",2020,"Conway School District No. 1",1784161,1784161,80196980,0,0,0,0,0,0,214066222,217447720
"273","CA","98845",2020,"Coalinga Huron Unified School District",133888000,7596000,52250000,0,9341000,0,0,0,238000,65643000,65276000
"274","IA","163295",2020,"Wilton Community School District",18747911,392857,4346619,0,606169,0,0,0,61677,13505195,14168265
"275","TX","163307",2020,"Abbott Independent School District",5787632,304407,579904,0,892753,0,0,0,0,3880538,4276850
"276","TX","163574",2020,"Evadale Independent School District",5620797,242328,1330900,0,2151059,0,0,0,0,6562413,7015323
"277","TX","163575",2020,"Evant Independent School District",2017297,242016,694887,0,1080394,0,0,0,0,4415025,3730091
"278","TX","163579",2020,"Ezzell Independent School District",4874007,298758,175415,0,295386,0,0,0,0,1416776,1527473
"279","TX","163581",2020,"Fannindel Independent School District",2264857,215451,423054,0,670130,0,0,0,0,2962137,2845539
"280","TX","163572",2020,"Etoile Independent School District",3770790,574959,426633,0,592038,0,0,0,0,2553700,2094772
"281","TX","163569",2020,"Era Independent School District",8181957,338944,1175565,0,2018523,0,0,0,0,6348897,6799914
"282","TX","163582",2020,"Farwell Independent School District",12722258,326323,1359386,0,2141128,0,0,0,0,8137725,9086187
"283","IA","163301",2020,"Woodbury Central Community School District",4974630,961500,3464654,0,508774,0,0,0,39702,8337706,8145258
"284","TX","163317",2020,"Alvord Independent School District",13045773,627193,1965815,0,3126836,0,0,0,0,10204953,10888599
"285","TX","163594",2020,"Fort Sam Houston Independent School District",16246425,2434934,4715836,0,8651736,0,0,0,443919,32702678,31610225
"286","TX","163319",2020,"Amherst Independent School District",1412812,192056,561220,0,659536,0,0,0,0,2483448,2591382
"287","TX","163583",2020,"Fayetteville Independent School District",9033234,159716,583676,0,759487,0,0,0,0,3712552,4211831
"288","TX","163311",2020,"Adrian Independent School District",6201596,127956,405662,0,883224,0,0,0,0,3181508,3163601
"289","TX","163313",2020,"Alba-Golden Independent School District",8893683,809395,2316467,0,4036115,0,0,0,0,12505464,12388794
"290","TX","163593",2020,"Davis Independent School District No. 1-10",2238897,165151,408113,0,1570680,0,0,0,0,3736009,4093600
"291","TX","163314",2020,"Albany Independent School District",4468777,216209,1418615,0,1961953,0,0,0,0,6925410,6758218
"292","TX","163585",2020,"Follett Independent School District",3290113,295018,522739,0,1002433,0,0,0,0,2797311,2730812
"293","TX","163591",2020,"Frost Independent School District",12186030,1323344,1077053,0,1838613,0,0,0,0,5783460,6687982
"294","TX","163586",2020,"Forestburg Independent School District",1518234,123949,526170,0,728569,0,0,0,0,3135613,2902311
"295","TX","163584",2020,"Flatonia Independent School District",22937674,2893880,1673873,0,2454040,0,0,0,0,9191702,10134903
"296","TX","163587",2020,"Forsan Independent School District",21951927,978890,1763563,0,2401065,0,0,0,0,10865583,10583271
"297","TX","163590",2020,"Frankston Independent School District",22024873,953593,2408993,0,4245944,0,0,0,0,12068585,12015959
"298","TX","163588",2020,"Fort Elliott Consolidated Independent School District",11277056,8356204,675594,0,1215258,0,0,0,0,13056958,12860182
"299","TX","163308",2020,"Abernathy Independent School District",24455729,18474247,2037713,0,3210327,0,0,0,0,12254643,12931326
"300","TX","163596",2020,"Garner Independent School District",2528359,111590,434802,0,677062,0,0,0,0,2867796,3024667
"301","TX","163323",2020,"Apple Springs Independent School District",1716826,364594,517437,0,698983,0,0,0,0,2798530,2918898
"302","TX","163324",2020,"Aquilla Independent School District",4093645,223914,848217,0,1361719,0,0,0,0,4675498,5223982
"303","TX","163325",2020,"Aransas County Independent School District",49231447,2604262,7787398,0,12526068,0,0,0,33740,44733604,46994255
"304","TX","163597",2020,"Gary Independent School District",11979069,333691,1335029,0,1925569,0,0,0,0,6692008,6745598
"305","TX","163592",2020,"Fruitvale Independent School District",6108113,459477,1371193,0,2158189,0,0,0,0,6394981,7262848
"306","TX","163322",2020,"Anton Independent School District",2127706,156500,760546,0,1210660,0,0,0,0,3458592,3149488
"307","TX","163595",2020,"Ganado Independent School District",32019820,1085130,2108586,0,2930266,0,0,0,0,10860711,11798483
"308","TX","163332",2020,"Aubrey Independent School District",113158756,4090486,5775409,0,7337662,0,0,0,0,31543619,33256745
"309","TX","163331",2020,"Aspermont Independent School District",8309260,114174,490229,0,761351,0,0,0,0,4106303,4155247
"310","OK","190722",2020,"Adair School District No. 1-2",5146911,892946,0,0,0,0,0,0,0,9946583,9911593
"311","TX","163327",2020,"Argyle Independent School District",249139173,9849602,7879539,0,9486522,0,0,0,0,48072297,49044680
"312","TX","163335",2020,"Avalon Independent School District",4847257,588556,995294,0,1946159,0,0,0,0,5381873,5276511
"313","TX","163334",2020,"Austwell-Tivoli Independent School District",15691973,215478,405737,0,623286,0,0,0,0,4502289,4539803
"314","TX","163336",2020,"Avery Independent School District",3165770,652636,935961,0,1249173,0,0,0,0,5297171,4758286
"315","TX","163337",2020,"Avinger Independent School District",1579794,148015,462129,0,969650,0,0,0,0,2315644,2502883
"316","TX","163339",2020,"Balmorhea Independent School District",11480219,619050,833528,0,1570214,0,0,0,0,4333037,11765355
"317","TX","163340",2020,"Bangs Independent School District",13081203,837520,1921453,0,2863769,0,0,0,0,10862155,11131095
"318","TX","163604",2020,"Gold Burg Independent School District",1103210,225616,357320,0,520274,0,0,0,0,2255911,2375542
"319","TX","163602",2020,"Gholson Independent School District",1665107,122361,654059,0,888687,0,0,0,0,3202653,3519411
"320","TX","163607",2020,"Goodrich Independent School District",4357301,141450,400375,0,904414,0,0,0,15075,4281060,4721184
"321","TX","163610",2020,"Gordon Independent School District",1201198,127723,412539,0,660936,0,0,0,0,2715132,2929079
"322","TX","163611",2020,"Grady Independent School District",33220614,290328,1080425,0,1258704,0,0,0,0,32009691,51987618
"323","TX","163621",2020,"Gustine Independent School District",2549976,126985,601305,0,1007094,0,0,0,0,3774463,3470984
"324","NE","109398",2020,"Palmyra School District OR-1",0,0,0,0,0,0,0,0,0,9643638,9796489
"325","TX","163343",2020,"Beckville Independent School District",4972090,430186,1858778,0,2683126,0,0,0,0,9076055,8371252
"326","TX","163345",2020,"Bells Independent School District",22367265,550152,2018094,0,3075462,0,0,0,0,11749720,12708132
"327","TX","163344",2020,"Bellevue Independent School District",5724427,140948,331077,0,530001,0,0,0,0,2286918,2331044
"328","TX","163346",2020,"Benjamin Independent School District",1619893,110023,468411,0,805996,0,0,0,0,2515913,2418514
"329","TX","163617",2020,"Grapeland Independent School District",15048105,293368,1415719,0,2043046,0,0,0,0,8095890,9563638
"330","TX","163627",2020,"Happy Independent School District",1754386,127041,645504,0,981841,0,0,0,0,3914852,3621983
"331","TX","163622",2020,"Guthrie Common School District",2909956,186743,666594,0,885157,0,0,0,0,4255929,3602786
"332","TX","163629",2020,"Harlingen Consolidated Independent School District",316988245,30563016,62246536,0,76115728,0,0,0,1303296,247318135,242584680
"333","TX","163623",2020,"Hallettsville Independent School District",28851396,1179975,2490619,0,3606529,0,0,0,0,15379785,17216065
"334","TX","163630",2020,"Harmony Independent School District",7097864,834880,2261307,0,3509313,0,0,0,0,12838521,13607026
"335","TX","163624",2020,"Hallsburg Independent School District",3460213,302784,429128,0,586171,0,0,0,0,2362653,2426237
"336","TX","163628",2020,"Harleton Independent School District",7513038,556357,1899056,0,2904215,0,0,0,0,9756575,10226618
"337","TX","163614",2020,"Grandview Independent School District",19942676,945123,2618523,0,3669765,0,0,0,0,14750317,15671863
"338","TX","163616",2020,"Granger Independent School District",3602509,337896,1221368,0,2043245,0,0,0,0,6535656,6644549
"339","TX","163615",2020,"Grandview-Hopkins Independent School District",970577,174085,240837,0,555655,0,0,0,0,1959463,1555121
"340","TX","163625",2020,"Hamilton Independent School District",6804784,612384,2290283,0,3902117,0,0,0,0,11750592,10998917
"341","TX","163612",2020,"Graford Independent School District",16648340,5913146,874074,0,1261237,0,0,0,0,10886791,11312172
"342","TX","163626",2020,"Hamlin Independent School District",7035248,775743,1023409,0,1714411,0,0,0,0,6877400,7899593
"343","TX","163619",2020,"Groom Independent School District",14794461,163356,409628,0,608030,0,0,0,0,3567926,3868572
"344","TX","163620",2020,"Gruver Independent School District",9449238,345182,1290890,0,1932166,0,0,0,0,10160672,7355818
"345","TX","163613",2020,"Grandfalls-Royalty Independent School District",12732234,154212,583275,0,1290756,0,0,0,0,3380794,4153699
"346","OK","190735",2020,"Bethany School District No. 88",3224562,2081539,0,0,0,0,0,0,0,15120333,15633048
"347","OK","190732",2020,"Allen-Bowden School District No. C-35",849784,81169,0,0,0,0,0,0,0,3326031,3370433
"348","PA","38043",2020,"Ellwood City Area School District",61228646,4867772,41403000,0,7939288,0,0,0,72364,29721754,29289082
"349","TX","163638",2020,"Harper Independent School District",4650843,480780,1752870,0,2417193,0,0,0,0,7852177,7803763
"350","TX","163639",2020,"Harrold Independent School District",1608364,158585,414633,0,855038,0,0,0,0,2574099,2544931
"351","TX","163640",2020,"Hartley Independent School District",6862812,218241,662599,0,1193202,0,0,0,0,3765846,3852503
"352","TX","163641",2020,"Harts Bluff Independent School District",3787866,341157,1480295,0,1966414,0,0,0,0,8124431,8771290
"353","TX","163643",2020,"Hawkins Independent School District",24687862,1100979,2172582,0,2953857,0,0,0,0,11894411,13237447
"354","TX","163644",2020,"Hawley Independent School District",10994270,461689,1847937,0,2964386,0,0,0,0,10589207,11985292
"355","TX","163645",2020,"Hays Consolidated Independent School District",676995406,23821058,57197381,0,69927624,0,0,0,5340994,258928775,262540960
"356","TX","163646",2020,"Hedley Independent School District",1410998,103089,416920,0,843310,0,0,0,0,2269529,2209625
"357","WA","39626",2020,"Ocosta School District No. 172",0,0,2837112,0,0,0,0,0,379297,12670726,13779004
"358","TX","163651",2020,"Higgins Independent School District",1497066,46175,347072,0,493819,0,0,0,0,3680251,3439237
"359","OK","190741",2020,"Bridge Creek School District No. 1-095",22671394,454577,0,0,0,0,0,0,79200,16330437,15770123
"360","OK","190742",2020,"Broken Bow School District No. 1-074",2941729,756729,11575938,0,0,0,0,0,0,15145902,14440352
"361","TX","163654",2020,"Highland Independent School District",10261670,268216,664099,0,1026686,0,0,0,0,5294304,5771192
"362","TX","163649",2020,"Hermleigh Independent School District",7109752,444917,634692,0,911877,0,0,0,0,3924821,4727178
"363","TX","163650",2020,"Hico Independent School District",7290677,765053,1474280,0,2019858,0,0,0,0,8251801,8156353
"364","TX","163652",2020,"High Island Independent School District",1723821,233640,462961,0,674445,0,0,0,0,3218377,3106701
"365","TX","163772",2020,"Marfa Independent School District",8996665,530964,1136698,0,1653440,0,0,0,0,5576521,5749034
"366","OK","190736",2020,"Bethel School District No. 1-003",3424531,1571211,8418698,0,0,0,0,0,0,12295689,10861763
"367","TX","163771",2020,"Marathon Independent School District",935394,166899,308472,0,415193,0,0,0,0,1988186,2300605
"368","TX","163655",2020,"Holliday Independent School District",23089877,1701396,1942127,0,2881957,0,0,0,0,12567226,14204882
