"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"15740","OH","37231",2021,"Clear Fork Valley Local School District",38595180,2214053,19191919,0,1472327,0,0,0,841332,20745298,22554096
"15741","NY","36154",2021,"Clinton-Essex-Warren-Washington Counties Boces",188619845,7014362,1571364,0,178380129,0,0,0,1641625,51995011,41849067
"15742","OH","37174",2021,"Mahoning County Career and Technical Center",41236989,1453107,14715548,0,810560,881453,0,0,1354192,18070391,17847328
"15743","PA","37870",2021,"Rochester Area School District",41707231,3422537,23684000,0,1834967,0,0,0,392732,18840692,18567637
"15744","OH","37272",2021,"Portage Lakes Career Center",11604268,972296,8687522,0,539622,501186,0,0,404828,8722463,9158311
"15745","PA","37879",2021,"Boyertown Area School District",315106927,16851960,178393000,0,24455985,0,0,0,58266,124395860,127788903
"15746","PA","37855",2021,"East Allegheny School District",93265223,8056558,40721000,0,6399571,0,0,0,337131,36512812,35664595
"15747","OH","37262",2021,"Sandy Valley Local School District",32229005,2919365,18220316,0,1396061,1025919,0,0,695814,22876068,22618056
"15748","OH","37307",2021,"Southeast Local School District",27884787,2954870,19777705,0,1448207,1129913,0,0,2293423,24019832,22122813
"15749","OH","37194",2021,"West Carrollton City School District",112308663,7557929,52810690,0,4266700,2919375,0,0,2086428,52636760,56160023
"15750","OH","37060",2021,"North Royalton City School District",183151129,10748215,65726159,0,5017826,3685506,0,0,5358421,66178803,65588206
"15751","PA","37865",2021,"Beaver Area School District",96111219,4722602,45546000,0,4291000,0,0,0,306042,34738910,36447403
"15752","PA","37829",2021,"Baldwin-Whitehall School District",188037265,7183400,105815000,0,8847213,0,0,0,0,68026187,76779706
"15753","PA","37890",2021,"Bellwood-Antis School District",43392149,2481829,25227777,0,2689738,0,0,0,502805,20050041,19778891
"15754","PA","37851",2021,"Gateway School District",226203733,6571492,115269000,0,17537701,0,0,0,2171397,78753781,78725255
"15755","OH","37302",2021,"Washington County Career Center",13320631,1067490,9478629,0,772453,510446,0,0,777059,11200619,11805610
"15756","PA","37835",2021,"Mckeesport Area School District",234256163,11527042,86168000,0,10802522,0,0,0,1476879,71027265,73200597
"15757","PA","37910",2021,"Pennridge School District",322582241,18752216,220492000,0,17773278,0,0,0,3020734,138420474,147192470
"15758","PA","37900",2021,"Northeast Bradford School District",27308744,1413282,20731900,0,1955450,0,0,0,14947,15095783,15543343
"15759","PA","37884",2021,"Tulpehocken Area School District",69792695,4148840,47565000,0,4270985,0,0,0,853136,32000923,36130142
"15760","OK","37365",2021,"Stilwell School District No. 1-25",1302042,556455,0,0,0,0,0,0,0,16107073,15304494
"15761","PA","37893",2021,"Greater Altoona Career and Technology Center",19698863,3903786,14188150,0,1233775,0,0,0,337807,12147454,12803262
"15762","PA","38133",2021,"Schuylkill Technology Center",15251556,1837229,11817000,0,1410261,0,0,0,187066,9518617,9726612
"15763","PA","37959",2021,"Big Spring School District",121325444,6459137,69427013,0,7088216,0,0,0,876984,54984887,57251646
"15764","PA","38014",2021,"Brookville Area School District",54376840,2590640,34861000,0,2470656,0,0,0,757896,26087224,27800543
"15765","PA","38019",2021,"Carbondale Area School District",60120182,3019628,32645000,0,6425045,0,0,0,768663,25340298,28194314
"15766","PA","38075",2021,"Bradford Area School District",72895968,5507108,60662000,0,5844276,0,0,0,762521,40702075,43587012
"15767","PA","37931",2021,"Coatesville Area School District",378691659,30981251,146978000,0,13006847,0,0,0,1443749,181985364,180970521
"15768","PA","37983",2021,"Harborcreek School District",65396921,6744329,48993000,0,4625688,0,0,0,1750510,33990395,38546968
"15769","PA","37944",2021,"Clearfield Area School District",112581338,4914696,55295000,0,8046000,0,0,0,1313342,45722670,42532889
"15770","PA","38061",2021,"Hazleton Area School District",427446779,21074676,255107000,0,20827000,0,0,0,11730993,174109431,174691138
"15771","PA","38090",2021,"Lower Merion School District",792500062,44733088,449208000,0,31424700,0,0,0,492989,278771987,289295418
"15772","PA","38029",2021,"Elizabethtown Area School District",173732197,9219838,98059000,0,9240000,0,0,0,1547487,70573386,70543760
"15773","PA","38114",2021,"Milton Area School District",88519135,8551333,49387000,0,5565716,0,0,0,0,36450816,37946855
"15774","PA","37993",2021,"Laurel Highlands School District",156982842,6844478,73809000,0,18417972,0,0,0,854793,56391361,55145846
"15775","PA","38100",2021,"North Penn School District",623527511,45055304,463536000,0,29316211,0,0,0,6263013,270226078,283354544
"15776","PA","37954",2021,"Penncrest School District",111310358,9757717,73268000,0,6646322,0,0,0,1731062,49582694,58330725
"15777","PA","37935",2021,"Phoenixville Area School District",275639909,13518297,121324935,0,7328737,0,0,0,1797933,89282584,101183923
"15778","PA","37940",2021,"Riverview Intermediate Unit No. 6",44313574,4706809,34024000,0,5465000,0,0,0,94666,26253696,26553965
"15779","PA","38079",2021,"Sharon City School District",119485046,7235014,52981181,0,15831000,0,0,0,464837,38332209,41237894
"15780","PA","38010",2021,"Purchase Line School District",41347937,2763102,25949000,0,4121000,0,0,0,463915,19765367,19854556
"15781","PA","37903",2021,"Quakertown Community School District",311657361,8900345,143925643,0,11877956,0,0,0,1913404,106581469,114212207
"15782","PA","38127",2021,"Schuylkill Haven Area School District",54933176,2597370,31513000,0,2622925,0,0,0,481246,22250491,22768346
"15783","PA","38153",2021,"Titusville Area School District",81340119,4414666,51307055,0,8592286,0,0,0,507836,35392976,36145873
"15784","PA","38168",2021,"Wallenpaupack Area School District",162521963,11700465,116204000,0,8873805,0,0,0,838780,78219169,83221355
"15785","PA","38118",2021,"Warrior Run School District",78169817,3186859,34172000,0,2504085,0,0,0,339498,23033550,27343928
"15786","PA","38167",2021,"Wayne Highlands School District",121812111,8692555,88139020,0,7506427,0,0,0,995414,61335056,60933923
"15787","PA","37998",2021,"Waynesboro Area School District",139380630,8054731,86832244,0,6999141,0,0,0,259402,65691439,66438798
"15788","PA","38065",2021,"Wyoming Area School District",93465351,5515143,52243000,0,12712885,0,0,0,607355,38496015,38762801
"15789","PA","37963",2021,"Steelton-Highspire School District",58031144,8726243,28214000,0,1905748,0,0,0,246523,28422089,29012394
"15790","SC","38318",2021,"Anderson County School District No. 4",124435741,3543228,41349111,0,36546598,0,0,0,0,47132053,47853249
"15791","PA","38039",2021,"Conestoga Valley School District",222235418,14995666,97542491,0,7584241,0,0,0,608239,80269559,76860612
"15792","PA","38044",2021,"New Castle Area School District",156529249,9017116,85036000,0,13503000,0,0,0,3697841,59020948,56961580
"15793","PA","38122",2021,"Delaware Valley School District",206727795,12544653,134423000,0,26963001,0,0,0,2868141,92104843,90236547
"15794","PA","37973",2021,"Rose Tree Media School District",246880083,9358539,153281000,0,10571971,0,0,0,2269406,100962600,101611097
"15795","PA","37922",2021,"Penn Cambria School District",51086395,3411671,36191000,0,5566405,0,0,0,509843,25858684,26630388
"15796","SC","38328",2021,"Clarendon County School District Three",29835362,669701,15680931,0,13455233,0,0,0,29497,16029107,15490931
"15797","PA","38068",2021,"Wilkes-Barre Area Career and Technical Center",32076102,1698054,18169000,0,5345921,0,0,0,572302,12223159,12656876
"15798","SC","38336",2021,"Florence School District No. 1",515268458,24330619,235963241,0,204327472,0,0,0,393112,216334328,211541198
"15799","SC","38323",2021,"Williston School District No. 29",24470261,866463,12340279,0,10711538,0,0,0,75981,11843604,12320327
"15800","AZ","49547",2021,"Higley Unified School District No. 60",269067412,5492000,98804481,0,0,0,0,0,1414556,133833033,141135461
"15801","WI","230832",2021,"Williams Bay School District",19735432,759886,0,1636302,285386,0,0,0,19823,11341282,13688019
"15802","SC","45162",2021,"Clover School District No. 2",344766854,13395682,124117461,0,110103354,0,0,0,0,125758130,120256407
"15803","WA","39617",2021,"Bridgeport School District No. 75",36393,36393,535801,2387346,0,0,0,0,158690,12591931,13209004
"15804","SD","38445",2021,"Southeast Area Cooperative",213606,180960,0,0,0,0,0,0,32645,2188154,2216790
"15805","SC","38361",2021,"School District of Pickens County",634647079,26843032,196576517,0,172836282,0,0,0,7662776,195345614,197516101
"15806","SD","38435",2021,"Sioux Falls School District No. 49-5",331263862,46478032,0,308079,24063416,0,0,0,2516306,329386559,340257140
"15807","TX","38865",2021,"Atlanta Independent School District",24123582,1188595,5440822,0,6105320,0,0,0,0,24882884,27811339
"15808","TX","38824",2021,"South San Antonio Independent School District",230899397,9169737,28679643,0,28481658,0,0,0,1146041,121922022,115019928
"15809","SC","38365",2021,"Spartanburg County School District No. 1",195846421,6420271,62353374,0,54581798,0,0,0,0,65830195,70912248
"15810","TX","38834",2021,"Angleton Independent School District",210441272,4294072,20729662,0,19574276,0,0,0,0,90977605,104066651
"15811","NJ","108027",2021,"City of Orange Township Public Schools",30589393,9451392,16054078,0,0,0,0,0,1583923,130251759,133429157
"15812","TX","38905",2021,"Lewisville Independent School District",1817886278,94556356,120078526,0,139565467,0,1968237681,0,3512141,707878440,762324280
"15813","SD","38424",2021,"Milbank School District No. 25-4",19760369,1156722,0,11364,805130,0,0,0,130447,13558811,13739952
"15814","WA","39618",2021,"Pasco School District No. 1",5074460,5066215,13331781,57805632,0,0,0,0,1183548,308152577,310062094
"15815","PA","43159",2021,"William Penn School District",215182455,14785541,122901000,0,26239235,0,0,0,1044924,109358985,111279328
"15816","TX","39190",2021,"Azle Independent School District",172436550,4686143,17763549,0,18058986,0,0,0,0,79587282,80544847
"15817","TX","38806",2021,"Beeville Independent School District",44136612,4451339,10743038,0,9808694,0,0,0,0,37540290,39767458
"15818","TX","38843",2021,"Bryan Independent School District",428009278,18705655,55264439,0,49196865,0,0,0,5985,221146971,219882451
"15819","TX","38890",2021,"Cedar Hill Independent School District",174737108,12031539,22283222,0,20189304,0,0,0,0,84833378,92671570
"15820","TX","38846",2021,"Caldwell Independent School District",59233590,6597660,3885561,0,4763281,0,0,0,0,25335513,27584342
"15821","TX","39257",2021,"Bridgeport Independent School District",33160615,1846172,7073667,0,7310920,0,0,0,0,28649868,29868938
"15822","TX","38883",2021,"Comal Independent School District",930200782,40849538,52448174,0,57194984,0,0,0,1888817,313929697,325235865
"15823","TX","38942",2021,"Fairfield Independent School District",17128305,2019980,4843082,0,5602875,0,0,0,0,24327289,25019046
"15824","TX","39006",2021,"Dripping Springs Independent School District",378163547,28439520,15752868,0,17988766,0,0,0,0,106521636,107839674
"15825","TX","38829",2021,"Hooks Independent School District",12078336,1277429,2540300,0,2893689,0,0,0,80340,12525853,14120242
"15826","TX","38785",2021,"Elkhart Independent School District",20840423,612609,2719600,0,3610047,0,0,0,0,15849565,17305684
"15827","TX","38965",2021,"Kilgore Independent School District",62165293,3373759,7902304,0,10560312,0,0,0,0,42459806,49472062
"15828","TX","38874",2021,"Farmersville Independent School District",85571457,1247856,4963061,0,4909073,0,0,0,0,23356926,25004353
"15829","TX","39073",2021,"Liberty Independent School District",59090424,1714826,7255822,0,7632763,0,0,0,421686,33504676,34510696
"15830","TX","38966",2021,"Longview Independent School District",246887106,9925957,26830283,0,30009851,0,0,0,0,122377977,146170523
"15831","TX","38811",2021,"Temple Independent School District",242658090,9388543,16544523,0,26998028,0,0,0,366363,123959947,126391113
"15832","TX","38919",2021,"Midlothian Independent School District",549005991,21920022,22239581,0,22734492,0,0,0,0,141117462,138765809
"15833","TX","38878",2021,"Princeton Independent School District",369343658,8697306,15074791,0,14418231,0,0,0,0,77691922,76128156
"15834","TX","38967",2021,"Pine Tree Independent School District",82947124,5695551,12804019,0,13628152,0,0,0,0,56023530,58877704
"15835","TX","38957",2021,"Post Independent School District",39737076,606795,2314698,0,3066939,0,0,0,0,13239345,14178563
"15836","TX","38798",2021,"Poteet Independent School District",38141321,2828443,4449721,0,4922027,0,0,0,0,20392308,21857670
"15837","TX","38850",2021,"Luling Independent School District",45052626,1598378,3544135,0,3838863,0,0,0,0,16946569,18517065
"15838","TX","38838",2021,"Sweeny Independent School District",72474677,3417699,6376185,0,6848036,0,0,0,0,33597531,35017006
"15839","TX","39097",2021,"Menard Independent School District",4925285,1110983,1636557,0,2066149,0,0,0,0,5862772,5709123
"15840","TX","39201",2021,"White Settlement Independent School District",262733163,9266492,18307147,0,17704283,0,0,0,0,83372913,83109516
"15841","TX","38909",2021,"Yoakum Independent School District",53000566,1557323,5847229,0,6715347,0,0,0,0,28559045,31408053
"15842","WA","39715",2021,"Grandview School District No. 200",1420854,1420854,2230883,9729631,0,0,0,0,913994,62615019,63367935
"15843","WA","39707",2021,"Bellingham School District No. 501",11251206,11251206,9861807,42829776,0,0,0,0,4081886,274773811,271400873
"15844","WA","39611",2021,"Camas School District No. 117",2298309,2298309,4980651,21747700,0,0,0,0,2408424,137776396,127609052
"15845","WA","39625",2021,"Montesano School District No. 66",30047,30047,981167,4246187,0,0,0,0,571853,21191678,21021459
"15846","TX","38993",2021,"Pasadena Independent School District",1284380268,136952210,192750901,0,177412041,0,1413907851,0,244821,653310985,655314293
"15847","WA","39639",2021,"Lake Washington School District No. 414",923723664,33304529,24230072,104871035,163960099,0,0,0,0,487797770,597810467
"15848","WA","39666",2021,"Peninsula School District No. 401",10550422,10550422,7520420,32508024,0,0,0,0,4305615,252067312,154130924
"15849","TX","39170",2021,"Odem-Edroy Independent School District",36769697,2456166,3012012,0,3206380,0,0,0,0,13738844,15292835
"15850","AZ","30552",2021,"Littleton Elementary School District No. 65",77140023,2136467,46360570,0,0,0,0,0,1821189,56458237,61967545
"15851","WA","39659",2021,"Shelton School District No. 309",1897038,1897038,3550496,15349096,0,0,0,0,1308761,79372859,78505867
"15852","TX","44276",2021,"Brownwood Independent School District",38668781,2782435,7840672,0,9498554,0,0,0,0,41330164,43638507
"15853","MA","105906",2021,"Dighton Rehoboth Regional School District",92525949,3122352,9501223,0,59645340,0,0,0,162700,59805616,58580602
"15854","TX","39150",2021,"Clarksville Independent School District",5989474,638061,1735028,0,2119164,0,0,0,0,7483538,8343487
"15855","TX","39060",2021,"Comfort Independent School District",43890934,3735514,3131679,0,3592442,0,0,0,0,15438979,17300297
"15856","TX","39241",2021,"El Campo Independent School District",51546712,3761864,9570041,0,10266827,0,0,0,0,43899404,44710734
"15857","TX","39011",2021,"Eustace Independent School District",57071673,1162654,4621583,0,5011303,0,0,0,0,25462701,26028813
"15858","TX","39251",2021,"Georgetown Independent School District",564726080,30496768,30939421,0,34164156,0,0,0,0,190401518,194489264
"15859","TX","39221",2021,"Gilmer Independent School District",65620294,3279068,6745649,0,7422802,0,0,0,0,37937822,42571597
"15860","TX","39208",2021,"Grape Creek Independent School District",18893650,919834,2719067,0,3802853,0,0,0,0,15160015,17002425
"15861","TX","39233",2021,"Hempstead Independent School District",23417796,2652698,5165207,0,5170649,0,0,0,95834,21593530,22285962
"15862","TX","39054",2021,"Kenedy Independent School District",33149043,1653297,2344826,0,3500415,0,0,0,0,15065508,17535130
"15863","TX","39115",2021,"Garrison Independent School District",20898536,791428,2507939,0,2944154,0,0,0,0,8898874,9271941
"15864","VT","39368",2021,"South Burlington School District",14803190,5341127,5004707,0,0,0,0,0,157776,74557987,76366823
"15865","TX","39108",2021,"New Caney Independent School District",719056639,31151385,52801386,0,48196275,0,0,0,0,231282963,224667200
"15866","TX","39085",2021,"Robinson Independent School District",43376769,2165699,5840089,0,6508987,0,0,0,0,30191196,30910239
"15867","TX","39246",2021,"Region 9 Education Service Center",4324902,652959,1330464,0,2341479,0,0,0,0,16041270,16736907
"15868","TX","39156",2021,"Rockwall Independent School District",730676630,38920822,37439933,0,39401475,0,0,0,0,218299615,215718647
"15869","MA","105936",2021,"Minuteman Regional Vocational Technical School District",132466260,3995296,0,75000,24971311,0,0,0,275064,33261562,33020690
"15870","TX","39177",2021,"Timpson Independent School District",13994530,408780,1974622,0,2128717,0,0,0,0,9873019,11324135
"15871","TX","39033",2021,"Commerce Independent School District",40291228,2711477,6204245,0,6172390,0,0,0,0,24092502,23934350
"15872","TX","39161",2021,"West Rusk County Consolidated Independent School District",22333330,750113,2058982,0,3025677,0,0,0,0,14348652,14444037
"15873","WI","40064",2021,"River Valley School District",3038038,1612335,0,3143336,541656,0,0,0,0,18316153,20161590
"15874","TX","39103",2021,"Bowie Independent School District",34068621,1140625,3779900,0,4345410,0,0,0,0,19905488,21669384
"15875","WA","39605",2021,"Wenatchee School District No. 246",4346132,4346132,5701532,24760459,0,0,0,0,2176730,122997269,124959637
"15876","WA","39686",2021,"Stanwood-Camano School District No. 401",1158700,1158700,3882878,16777410,0,0,0,0,940592,112745553,93045737
"15877","WA","39722",2021,"Union Gap School District No. 2",0,0,384952,1689450,0,0,0,0,156934,9101628,10277553
"15878","WV","39779",2021,"Berkeley County Board of Education",71193114,29803545,5320029,0,1249712,0,0,0,447959,214484248,235416620
"15879","WI","40079",2021,"Northland Pines School District",13581447,872738,0,4035036,5229805,0,0,0,0,23240322,27195629
"15880","WI","40108",2021,"Oshkosh Area School District",191909616,16412526,842481,25444749,56777721,0,0,0,383477,136821024,149800203
"15881","WI","39992",2021,"School District of Mauston",60469874,1893171,2026365,3527109,6407433,0,0,0,260012,22430995,25472871
"15882","WI","40034",2021,"Seymour Community School District",17345552,1748413,0,5249924,4089309,0,0,0,18817,29926362,32622428
"15883","WV","39800",2021,"Mineral County Board of Education",15930829,5156920,3025816,0,430243,0,0,0,288801,49921348,53856409
"15884","WI","40007",2021,"Wausau School District",73189517,15585063,5518880,23345802,24007960,0,0,0,0,114764159,134031023
"15885","WV","39786",2021,"Greenbrier County Board of Education",22559233,5698911,4251191,0,708971,0,0,0,0,64555202,70271361
"15886","WV","39806",2021,"Raleigh County Board of Education",23745563,14992209,7891660,0,666237,0,0,0,195457,138303317,156149712
"15887","WY","40147",2021,"Fremont County School District No. 1",23141065,2648043,19296189,0,0,0,77735162,0,443283,35859834,37650273
"15888","WI","40041",2021,"Ellsworth Community School District",36375571,2031526,0,4028398,4853711,0,0,0,185127,23547825,26305432
"15889","TX","40486",2021,"Education Service Center Region No.11",29208270,12480355,7709297,0,8938792,0,0,0,79826,39179057,38884218
"15890","WI","39962",2021,"Madison Metropolitan School District",399302578,112024649,0,91059259,0,0,0,0,77323653,412603149,491637912
"15891","LA","42993",2021,"Avoyelles Parish School Board",164899489,4696591,50061691,0,99759038,0,0,0,1916915,71579242,72056097
"15892","NJ","40793",2021,"Gloucester City School District",16414295,2475440,9601170,0,0,0,0,0,1298571,59028207,59966234
"15893","NY","41001",2021,"Eastern Suffolk Boces",1159343771,71422003,14493609,0,1027700653,0,0,0,37013408,432251376,397925102
"15894","WI","40048",2021,"Burlington Area School District",71687024,7322410,0,8343135,17362425,0,0,0,479897,47935309,52482376
"15895","WY","40141",2021,"Big Horn County School District No. 1",13454552,2872590,10543656,0,0,0,0,0,0,24569427,24555969
"15896","AZ","30556",2021,"Nadaburg Unified School District No. 81",12451682,1343071,8226632,0,36171,33906,0,0,165319,12675578,12270788
"15897","MO","41312",2021,"Raymore-Peculiar R-2 School District",112067416,0,0,0,0,0,0,0,0,77284598,92095375
"15898","AZ","30616",2021,"Parker Unified School District No. 27",18750772,849797,17352510,0,0,0,0,0,548465,22689390,23614943
"15899","PA","42881",2021,"Central Fulton School District",42480341,2142371,23290000,0,3037094,0,0,0,396150,18354510,17512801
"15900","OK","37501",2021,"Union Public Schools Independent Schools District No. 9",271885415,14723255,150338227,0,6772189,0,0,0,5720385,205181526,187774712
"15901","WV","41104",2021,"Marshall County Board of Education",17952842,7040535,7844344,0,1134166,0,0,0,933798,76934449,90168752
"15902","AZ","45714",2021,"Page Unified School District No. 8",28119980,994997,23522484,0,0,0,0,0,759510,30273979,32568641
"15903","AZ","45552",2021,"Mohave Valley Elementary School District No. 16",12383248,66733,9274886,0,2855599,0,0,0,186030,12293631,11503792
"15904","OK","44104",2021,"Keota School District No. 1-43",754050,159582,0,0,0,0,0,0,0,4709623,4672833
"15905","WA","39698",2021,"Mary Walker School District No. 207",0,0,251696,1120633,0,0,0,0,0,6577790,7293734
"15906","NY","43481",2021,"Katonah-Lewisboro Union Free School District",352262144,8270567,7303851,0,321364773,0,0,0,3047876,124730036,111815117
"15907","MO","43209",2021,"Mountain View-Birch Tree R-3 School District",2900000,0,10310952,0,0,0,0,0,0,12845144,14659539
"15908","OH","43656",2021,"Milton-Union Exempted Village School District",0,0,17713573,0,1237999,1022858,0,0,0,19977197,19868199
"15909","OH","43170",2021,"Plymouth-Shiloh Local School District",13949397,1026949,10917469,0,744028,623081,0,0,487009,12274859,11849904
"15910","TX","43109",2021,"Gladewater Independent School District",45104229,2022243,4227183,0,5090626,0,0,0,19811,23678705,23198054
"15911","TX","42913",2021,"Lumberton Independent School District",100518629,2057178,8077126,0,9530914,0,0,0,0,43650748,46262341
"15912","TX","43027",2021,"Taylor Independent School District",96549690,6636770,8637429,0,9443838,0,0,0,158191,44361872,44147908
"15913","WV","41607",2021,"Mingo County Board of Education",8151684,5134512,1620681,0,491432,0,0,0,115535,47533591,51794990
"15914","VT","43329",2021,"Franklin Northeast Supervisory Union",1286441,389159,897282,0,0,0,0,0,0,17739827,17985435
"15915","LA","43805",2021,"Iberville Parish School Board",249369612,6629213,90427232,0,122416398,0,0,0,3678967,101556126,101322291
"15916","MI","44306",2021,"Birmingham Public Schools",559312534,23250524,258567219,0,40002540,0,0,0,3713684,170832483,162165430
"15917","MT","44113",2021,"Lockwood School District No. 26",75568648,85755,10648005,0,5444047,0,0,0,570366,25164922,22084729
"15918","NH","44186",2021,"Shaker Regional School District",30812362,92915,23078922,0,4914015,0,0,0,52057,26231029,24863967
"15919","OH","43916",2021,"Elgin Local School District",30853972,1459744,13619234,0,1030596,765910,0,0,749175,15980831,19486825
"15920","OH","41867",2021,"Northwest Ohio Educational Service Center",0,0,25948228,0,2835523,1281908,0,0,0,25066855,25547084
"15921","OH","44025",2021,"Northridge Local School District",45840662,4880437,16083647,0,1551468,837352,0,0,557542,19060704,19279862
"15922","TX","43037",2021,"Carrollton-Farmers Branch Independent School District",657878462,72476708,85507923,0,78118301,0,0,0,1957175,391356476,411508861
"15923","MT","44332",2021,"Frazer Public Schools",3667878,258058,2456044,0,106424,0,0,0,7352,3924318,4538099
"15924","IA","44318",2021,"Bettendorf Community School District",75057260,9914595,28349722,0,8739570,0,0,0,402173,64120386,63296558
"15925","MO","44283",2021,"Lebanon R-3 School District",0,0,0,0,0,0,0,0,0,51984482,58025210
"15926","WV","43993",2021,"Fayette County Board of Education",26183546,4701774,3653642,0,785537,0,0,0,329431,71124131,93771577
"15927","MO","44696",2021,"Reorganized School District No.1 of Moniteau County",0,0,0,0,0,0,0,0,133402,21074844,27566343
"15928","NY","44968",2021,"Cheektowaga-Sloan Union Free School District",22328109,2824356,1884858,0,0,0,0,0,316164,35510741,39300515
"15929","PA","37946",2021,"Moshannon Valley School District",34672527,1984868,17775000,0,1761636,0,0,0,170350,16180599,16513698
"15930","PA","44531",2021,"Southmoreland School District",72596334,4212960,42936000,0,4292992,0,0,0,784589,30794701,32301592
"15931","TX","44560",2021,"Mcgregor Independent School District",35625254,1030436,4157140,0,4751178,0,0,0,0,21182778,21858024
"15932","WV","44540",2021,"Wirt County Board of Education",1783976,897750,230136,0,96090,0,0,0,0,12895760,13370652
"15933","PA","44867",2021,"Central Columbia School District",95139071,3049647,42493000,0,3329162,0,72313650,0,1940286,33724408,34663034
"15934","PA","38193",2021,"West York Area School District",145557694,7881929,79767000,0,6852638,0,0,0,1796899,70599845,63083638
"15935","NJ","46272",2021,"School District of the Borough of Haledon",4657773,2046652,2536810,0,0,0,0,0,74311,23349022,24241762
"15936","OH","46851",2021,"Kenton City School District",0,0,25520862,0,2023081,1422808,0,0,0,37768223,37577359
"15937","TX","38901",2021,"Hereford Independent School District",52621706,7670942,10786367,0,12197337,0,0,0,0,44905180,48987255
"15938","TX","38882",2021,"New Braunfels Independent School District",330875945,16528759,22310546,0,22438606,0,0,0,365935,102299044,117118304
"15939","TX","46397",2021,"New Summerfield Independent School District",13094162,336017,1976816,0,2316273,0,0,0,0,9688958,10096612
"15940","NE","47070",2021,"Educational Service Unit No. 13",0,0,0,0,0,0,0,0,0,17517458,15773445
"15941","WI","46506",2021,"Little Chute Area School District",20977872,2440058,0,3680840,378566,0,0,0,24120,21188229,22685140
"15942","NJ","46367",2021,"Borough of Manville School District",6547976,1302831,4465493,0,0,0,0,0,624049,34204952,37832749
"15943","NY","46230",2021,"East Hampton Union Free School District",187834627,4942044,4525311,0,119865004,0,0,0,7549999,75081484,73105246
"15944","SD","38447",2021,"Dupree School District No. 64-2",702510,521775,0,0,0,0,0,0,180735,7311788,8521353
"15945","NH","46413",2021,"Sanborn Regional School District",38988191,1483541,21938884,0,9773352,0,0,0,534984,32921199,35057342
"15946","PA","47290",2021,"Forest City Regional School District",35232494,1785115,22995000,0,1814051,0,0,0,366331,17193410,16613178
"15947","PA","47735",2021,"Grove City Area School District",113048800,7175877,63420000,0,12201000,0,0,0,321523,43740741,41952644
"15948","TX","47632",2021,"Ingram Independent School District",21440079,1096064,3500871,0,3604045,0,0,0,142708,15849696,17599853
"15949","TX","38931",2021,"Dublin Independent School District",16127145,1604490,3101876,0,3622400,0,0,0,491775,16084492,16774869
"15950","OH","48592",2021,"Georgetown Exempted Village School District",0,0,11911135,0,882036,665384,0,0,0,13352397,14215829
"15951","TX","51929",2021,"Zapata County Independent School District",40327064,4572426,9415183,0,10879455,0,0,0,0,42897759,44606184
"15952","WA","39652",2021,"Olympic Educational Service District No. 114",14947154,1595013,1041613,5016794,7258216,0,0,0,729323,25749353,28944351
"15953","KY","48354",2021,"Pendleton County School District",33828016,715037,8847250,0,6424531,0,0,0,293906,19592559,21004993
"15954","WI","48364",2021,"Montello School District",4800743,478196,0,1879160,451319,0,0,0,45242,11227930,11655840
"15955","OH","48534",2021,"Oak Hill Union Local School District",0,0,15006707,0,997785,872474,0,0,0,16944300,18621721
"15956","OH","49180",2021,"Zanesville City School District",78123742,6064319,45929011,0,4019903,2447404,0,0,2093410,60420737,59693064
"15957","PA","49415",2021,"Palmyra Area School District",155798525,8382702,78290000,0,6013192,0,0,0,979620,59879602,58434901
"15958","OH","49113",2021,"Warrensville Heights City School District",144305572,5615046,34621941,0,3365313,1754722,0,0,1165537,44744954,62140154
"15959","WA","49639",2021,"Cape Flattery School District No. 401",145485,145485,471897,2127954,0,0,0,0,251593,12665843,13569430
"15960","WA","45271",2021,"Othello School District No. 147",1367687,1367687,3240268,14301454,0,0,0,0,1989550,73506197,73495767
"15961","MT","35419",2021,"Bitterroot Valley Education Cooperative",3339747,38948,3164787,0,55653,0,0,0,80359,3409555,3516455
"15962","TX","39044",2021,"Alice Independent School District",81470000,4689893,13291892,0,17145571,0,0,0,0,59328779,62952177
"15963","IL","53020",2021,"Coal City Community Unit School District No.1",28142797,232797,2135279,0,15019900,0,0,0,0,33897718,34783684
"15964","PA","43243",2021,"Pottsgrove School District",145222184,6967058,98232000,0,8040368,0,0,0,390873,66854725,68119923
"15965","SD","53396",2021,"Tea Area School District No. 41-5",53252789,1808895,0,0,0,0,0,0,0,22001869,23296926
"15966","TX","53331",2021,"Brazos Independent School District",19120894,129156,2576308,0,2517330,0,0,0,0,11574180,12993941
"15967","ME","53454",2021,"Penobscot Indian School Committee",690925,441037,0,0,0,0,0,0,128211,4520103,4744795
"15968","IL","53283",2021,"Yorkville Community Unit School District No. 115",74471234,0,5385858,0,39311099,0,0,0,0,98678782,113193355
"15969","NY","59199",2021,"Suffern Central School District",332234426,8055258,8809004,0,304711006,0,0,0,257952,169768646,143210258
"15970","TX","54433",2021,"Academy Independent School District",75335140,1371831,3589723,0,4187264,0,0,0,0,19783161,21425666
"15971","NY","45027",2021,"Fredonia Central School District",21874306,807533,2121156,0,6791460,0,0,0,0,33311271,30750982
