"","state.abb","state.name","id","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","total_assets","expenses","revenues","population","urban_pop","pct_urban_pop","median_hh_income_21"
"1117","CA","California",31689,"06039",2020,"madera county",600928588,211955775,210729295,16265346,0,0,0,336293459,330735960,156259,95929,0.61392595436946,60241
"1118","CA","California",31689,"06039",2021,"madera county",740779224,223636913,280906817,37760466,0,0,0,349811555,393756872,156259,95929,0.61392595436946,60241
"1119","CA","California",31689,"06039",2022,"madera county",649287064,161437396,206898105,64297162,0,0,868997843,348259139,364474581,156259,95929,0.61392595436946,60241
"1120","GA","Georgia",32442,"13073",2020,"columbia county",192747183,0,7883575,20403963,0,0,0,170695753,225041167,156010,132691,0.850528812255625,87281
"1121","GA","Georgia",32442,"13073",2021,"columbia county",194493638,0,7918219,36082891,0,0,0,177641089,242522639,156010,132691,0.850528812255625,87281
"1122","GA","Georgia",32442,"13073",2022,"columbia county",196718803,0,7138482,49477809,0,0,1056923486,191804722,248407550,156010,132691,0.850528812255625,87281
"1123","PA","Pennsylvania",42912,"42055",2020,"franklin county",92623727,0,0,7353330,4808129,1006388,0,93814181,100591376,155950,86571,0.555184311109971,66983
"1124","PA","Pennsylvania",42912,"42055",2021,"franklin county",109087816,0,0,29184324,18639528,0,0,92801712,105362398,155950,86571,0.555184311109971,66983
"1125","PA","Pennsylvania",42912,"42055",2022,"franklin county",126870557,15945560,710535,30530226,0,0,200611090,106619537,113381092,155950,86571,0.555184311109971,66983
"1126","CO","Colorado",31978,"08077",2020,"mesa county",40459152,2671430,0,14912979,0,0,0,143188078,162500787,155710,135973,0.873284394006538,63531
"1127","CO","Colorado",31978,"08077",2021,"mesa county",70638627,293162,0,45769666,0,0,0,149023843,163692099,155710,135973,0.873284394006538,63531
"1128","CO","Colorado",31978,"08077",2022,"mesa county",57692894,208220,0,32758091,0,0,487258188,181721555,208335331,155710,135973,0.873284394006538,63531
"1129","NM","New Mexico",35916,"35049",2020,"santa fe county",402292282,108782781,33838542,25835646,0,0,0,155348904,180832054,154823,100576,0.649619242618991,67311
"1130","NM","New Mexico",35916,"35049",2021,"santa fe county",432764981,120178424,40441784,34965899,0,0,0,141583176,187990730,154823,100576,0.649619242618991,67311
"1131","NM","New Mexico",35916,"35049",2022,"santa fe county",359383011,72701289,30630853,39307238,0,0,911603087,140979151,192054077,154823,100576,0.649619242618991,67311
"1132","MI","Michigan",34279,"26115",2020,"monroe county",118677146,6606632,39494282,7047515,0,0,0,68021552,79443028,154812,96413,0.622786788881783,66179
"1133","MI","Michigan",34279,"26115",2021,"monroe county",111381904,49962093,31969741,24172689,0,0,0,64026840,82435794,154812,96413,0.622786788881783,66179
"1134","MI","Michigan",34279,"26115",2022,"monroe county",74546862,35318300,1112848,33593525,0,0,149624750,51109179,89734186,154812,96413,0.622786788881783,66179
"1135","MD","Maryland",196830,"24043",2020,"washington county",374142656,118758533,0,34726598,0,10931012,0,299283494,311192268,154709,104848,0.677728580201028,65433
"1136","MD","Maryland",196830,"24043",2021,"washington county",348992443,81216017,0,48262918,253233,17672160,0,299449998,370302076,154709,104848,0.677728580201028,65433
"1137","MD","Maryland",196830,"24043",2022,"washington county",404723641,110231895,0,72872754,0,5127769,1076478669,338272677,403037578,154709,104848,0.677728580201028,65433
"1138","MI","Michigan",93412,"26021",2020,"berrien county",157050340,76971024,44123850,14273584,0,0,0,129656164,128698839,154320,107872,0.699033152751497,57554
"1139","MI","Michigan",93412,"26021",2021,"berrien county",170615897,78922989,43514014,26181824,0,0,0,116198450,130567477,154320,107872,0.699033152751497,57554
"1140","MI","Michigan",93412,"26021",2022,"berrien county",124423839,67099901,1627864,41448897,0,0,320606801,88622061,142747735,154320,107872,0.699033152751497,57554
"1141","OK","Oklahoma",125407,"40017",2020,"canadian county",0,0,0,0,0,0,0,60579555,62631964,154154,124264,0.804792590913507,75806
"1142","OK","Oklahoma",125407,"40017",2021,"canadian county",0,0,0,0,0,0,0,50293743,49185872,154154,124264,0.804792590913507,75806
"1143","NJ","New Jersey",44161,"34011",2020,"cumberland county",398088292,126656815,358130252,0,0,0,0,246650274,254468098,154148,116399,0.755092376355805,58030
"1144","NJ","New Jersey",44161,"34011",2021,"cumberland county",423065894,126656815,137035592,0,0,0,0,288124934,299402822,154148,116399,0.755092376355805,58030
"1145","NJ","New Jersey",44161,"34011",2022,"cumberland county",423730193,83915122,140077678,0,0,0,423730193,203904348,213814334,154148,116399,0.755092376355805,58030
"1146","FL","Florida",148080,"12017",2020,"citrus county",315065964,107382780,10799461,36838279,0,0,0,209788754,223259192,153855,115422,0.750258380296796,48237
"1147","FL","Florida",148080,"12017",2021,"citrus county",246965026,34845192,11012947,48857097,0,0,0,190735905,227965701,153855,115422,0.750258380296796,48237
"1148","FL","Florida",148080,"12017",2022,"citrus county",320543493,99620376,10689916,65166361,0,0,1114815801,223417501,243375438,153855,115422,0.750258380296796,48237
"1149","NH","New Hampshire",90149,"33013",2020,"merrimack county",212464087,60271241,106535687,5157455,0,0,0,102715879,96000742,153800,69752,0.453500468116093,80842
"1150","NH","New Hampshire",90149,"33013",2021,"merrimack county",187643151,40512693,103852617,6593478,0,0,0,93402643,92252053,153800,69752,0.453500468116093,80842
"1151","NH","New Hampshire",90149,"33013",2022,"merrimack county",149492369,51136419,60853275,3355165,0,0,73864167,95193512,94503737,153800,69752,0.453500468116093,80842
"1152","IA","Iowa",56169,"19103",2020,"johnson county",37879408,15327952,1489267,7490257,0,0,0,80993158,97000935,152861,127396,0.833448912033705,68664
"1153","IA","Iowa",56169,"19103",2021,"johnson county",57275947,2046853,2041028,21149353,0,0,0,84717063,103780628,152861,127396,0.833448912033705,68664
"1154","IA","Iowa",56169,"19103",2022,"johnson county",53844478,0,2140332,36274699,9153926,0,369792299,85316414,105372651,152861,127396,0.833448912033705,68664
"1155","CA","California",46942,"06031",2020,"kings county",299045913,170925864,27417911,48419319,0,0,0,291049140,284254138,152488,135844,0.890862111931587,60810
"1156","ME","Maine",53682,"23019",2020,"penobscot county",4546557,3324787,133445,310775,0,0,0,24551234,24330757,152202,65351,0.429378642435233,56261
"1157","MN","Minnesota",34738,"27139",2020,"scott county",207062929,45107803,0,15145857,0,3604964,0,155588913,204321594,150930,123607,0.818979910950917,108730
"1158","MN","Minnesota",34738,"27139",2021,"scott county",188988427,31441876,0,25186969,378352,5033940,0,147212994,162472062,150930,123607,0.818979910950917,108730
"1159","MN","Minnesota",34738,"27139",2022,"scott county",244129217,78236221,0,37980470,0,1767970,730608907,159286677,180268132,150930,123607,0.818979910950917,108730
"1160","NM","New Mexico",35914,"35043",2020,"sandoval county",116143372,41760020,13808361,3365481,0,0,0,65957839,80740443,148829,120325,0.808451025975248,72545
"1161","NM","New Mexico",35914,"35043",2021,"sandoval county",138552365,48191446,16994240,16827373,0,0,0,63396749,75368694,148829,120325,0.808451025975248,72545
"1162","NM","New Mexico",35914,"35043",2022,"sandoval county",125329735,30926810,14035316,29010548,0,0,239730421,68537166,82828463,148829,120325,0.808451025975248,72545
"1163","NC","North Carolina",36624,"37135",2020,"orange county",521956039,25520248,137190344,20987117,0,0,0,319748986,266013907,148707,105508,0.709555065368268,79814
"1164","NC","North Carolina",36624,"37135",2021,"orange county",560198597,33048352,161449960,30226065,248103,0,0,335374362,302636417,148707,105508,0.709555065368268,79814
"1165","NC","North Carolina",36624,"37135",2022,"orange county",560846525,18258643,132374775,45630526,198513,0,415720361,307742651,331300316,148707,105508,0.709555065368268,79814
"1166","TX","Texas",129422,"48367",2020,"parker county",184449728,10261968,1343042,9038801,0,0,0,72090805,81289555,148228,52844,0.356519275141342,85613
"1167","TX","Texas",129422,"48367",2021,"parker county",206279306,15034256,1562164,25757132,0,0,0,74327617,90944628,148228,52844,0.356519275141342,85613
"1168","TX","Texas",129422,"48367",2022,"parker county",205470709,0,1653987,50130430,2291882,0,254807714,76910419,94454003,148228,52844,0.356519275141342,85613
"1169","TN","Tennessee",197534,"47189",2020,"wilson county",542624149,1994475,78951392,21410138,1872439,0,0,191614038,128831948,147747,95677,0.647617049215836,82489
"1170","TN","Tennessee",197534,"47189",2021,"wilson county",569161146,1781554,81848648,17746851,335454,0,0,102382715,139869368,147747,95677,0.647617049215836,82489
"1171","TN","Tennessee",197534,"47189",2022,"wilson county",539061847,NA,65915708,26872129,7267571,NA,415995555,101486375,160530768,147747,95677,0.647617049215836,82489
"1172","NC","North Carolina",36646,"37159",2020,"rowan county",121760394,18557695,10400765,16261119,245012,0,0,165031726,174378280,146878,84883,0.577926808510638,56441
"1173","NC","North Carolina",36646,"37159",2021,"rowan county",130504830,24750545,12008278,25558871,298292,0,0,162388509,183121042,146878,84883,0.577926808510638,56441
"1174","NC","North Carolina",36646,"37159",2022,"rowan county",131640232,14341217,13161926,42053794,251646,0,276423438,167962820,197113449,146878,84883,0.577926808510638,56441
"1175","GA","Georgia",70796,"13077",2020,"coweta county",151641712,36885947,80107492,7622195,0,0,0,154353268,166641170,146154,80544,0.55107486418807,85182
"1176","GA","Georgia",70796,"13077",2021,"coweta county",172973738,35842806,92389528,20018161,0,0,0,159538476,168236176,146154,80544,0.55107486418807,85182
"1177","GA","Georgia",70796,"13077",2022,"coweta county",221056054,31563454,95166944,32402366,0,0,495018074,167438382,181965498,146154,80544,0.55107486418807,85182
"1178","TX","Texas",88331,"48257",2020,"kaufman county",155454241,3143512,14181598,9960738,0,0,0,83191848,80096737,145303,84393,0.580779024155254,73660
"1179","TX","Texas",88331,"48257",2021,"kaufman county",223449967,5712354,14132042,22896412,0,0,0,79256038,80814766,145303,84393,0.580779024155254,73660
"1180","TX","Texas",88331,"48257",2022,"kaufman county",264431843,0,15226091,32947625,9717064,0,279714073,72619616,94806965,145303,84393,0.580779024155254,73660
"1181","AZ","Arizona",31614,"04005",2020,"coconino county",136655128,106331060,10324541,10073795,0,0,0,151705620,155631728,145100,98082,0.675956747369074,63829
"1182","AZ","Arizona",31614,"04005",2021,"coconino county",184685567,120779350,11684753,24904252,0,0,0,146877093,171670954,145100,98082,0.675956747369074,63829
"1183","AZ","Arizona",31614,"04005",2022,"coconino county",142411323,76703655,9932706,28751420,11846058,1967493,386162029,151339222,192799189,145100,98082,0.675956747369074,63829
"1184","IL","Illinois",1036301,"17161",2020,"rock island county",109128778,24915374,19198912,15040372,0,0,0,81495389,78205822,144678,127971,0.884559555408095,58171
"1185","IL","Illinois",1036301,"17161",2021,"rock island county",96239115,4993690,18216694,23885127,0,0,0,57677963,86863289,144678,127971,0.884559555408095,58171
"1186","IL","Illinois",1036301,"17161",2022,"rock island county",96532486,1241034,17727949,32949447,21742917,0,264242366,55598672,99939238,144678,127971,0.884559555408095,58171
"1187","NJ","New Jersey",44261,"34037",2020,"sussex county",188445337,86235602,418299575,0,0,0,0,130996184,137628161,144231,74077,0.513635323565916,99695
"1188","NJ","New Jersey",44261,"34037",2021,"sussex county",225209018,44594346,0,0,0,0,0,140922375,149878333,144231,74077,0.513635323565916,99695
"1189","NJ","New Jersey",44261,"34037",2022,"sussex county",401832754,54094796,0,0,0,0,401832754,141471722,150920556,144231,74077,0.513635323565916,99695
"1190","GA","Georgia",32447,"13097",2020,"douglas county",213077017,57415331,111884828,6902518,0,0,0,140002430,169306436,144227,121915,0.845240818929956,66162
"1191","GA","Georgia",32447,"13097",2021,"douglas county",243877697,53993590,141280981,30357069,0,0,0,156576223,176436642,144227,121915,0.845240818929956,66162
"1192","NC","North Carolina",36637,"37151",2020,"randolph county",191241062,18418992,14853068,10948249,204411,0,0,166949785,149887172,144151,57403,0.398159130477003,57088
"1193","NC","North Carolina",36637,"37151",2021,"randolph county",242563347,24811938,18099345,24386911,256189,0,0,175853669,172324316,144151,57403,0.398159130477003,57088
"1194","NC","North Carolina",36637,"37151",2022,"randolph county",249622672,14395357,24881057,38004028,201041,0,307966077,174914902,183617710,144151,57403,0.398159130477003,57088
"1195","MS","Mississippi",43345,"28059",2020,"jackson county",147070433,100011048,2610379,9309321,0,0,0,110900369,127012536,143259,99788,0.6965906235166,57664
"1196","MS","Mississippi",43345,"28059",2021,"jackson county",148099224,79755535,2937021,5881787,0,0,0,129690646,149082350,143259,99788,0.6965906235166,57664
"1197","TX","Texas",88465,"48441",2020,"taylor county",80223868,9821812,11050087,4934340,0,0,0,69566730,73946229,143205,118138,0.824939947488967,53820
"1198","TX","Texas",88465,"48441",2021,"taylor county",104913805,13392709,13139986,13777485,0,0,0,72411242,77703537,143205,118138,0.824939947488967,53820
"1199","TX","Texas",88465,"48441",2022,"taylor county",97596216,0,11958062,23713808,7386188,0,180696100,75122325,82131288,143205,118138,0.824939947488967,53820
"1200","PA","Pennsylvania",42931,"42107",2020,"schuylkill county",214996295,6869610,146574053,25394810,0,0,0,123525566,132567081,143048,75723,0.529350082838748,57868
"1201","PA","Pennsylvania",42931,"42107",2021,"schuylkill county",216629166,0,142545524,41216788,6213806,0,0,138310028,149274111,143048,75723,0.529350082838748,57868
"1202","PA","Pennsylvania",42931,"42107",2022,"schuylkill county",230079228,28815356,116667284,47895525,0,0,217416630,110315779,146910945,143048,75723,0.529350082838748,57868
"1203","LA","Louisiana",33774,"22063",2020,"livingston parish",57971270,0,0,5116114,442534,0,0,65874408,64177746,142284,87138,0.612431649822184,71605
"1204","LA","Louisiana",33774,"22063",2021,"livingston parish",76117525,0,0,32396686,1483308,0,0,75092005,86927521,142284,87138,0.612431649822184,71605
"1205","LA","Louisiana",33774,"22063",2022,"livingston parish",53174103,0,0,11626405,3082569,0,201660174,75833485,95645297,142284,87138,0.612431649822184,71605
"1206","MN","Minnesota",43364,"27171",2020,"wright county",222154128,42703229,3770664,11195220,0,0,0,128040175,187164186,141336,85978,0.608319123796317,99744
"1207","MN","Minnesota",43364,"27171",2021,"wright county",208446042,30299237,4415130,15846143,328362,0,0,129521634,171533345,141336,85978,0.608319123796317,99744
"1208","MN","Minnesota",43364,"27171",2022,"wright county",270532959,94873697,4223919,21922203,0,0,686329507,140440479,171866785,141336,85978,0.608319123796317,99744
"1209","TX","Texas",88419,"48381",2020,"randall county",57373308,4736828,2388547,4974144,0,0,0,62015968,69103753,140761,116857,0.830227419664235,72082
"1210","TX","Texas",88419,"48381",2021,"randall county",58857280,10274491,2713048,5103408,0,0,0,63469746,86235414,140761,116857,0.830227419664235,72082
"1211","TX","Texas",88419,"48381",2022,"randall county",47015009,0,3172252,7722915,8415423,0,174207673,65134182,94656073,140761,116857,0.830227419664235,72082
"1212","VA","Virginia",230446,"51177",2020,"spotsylvania county",627597475,26482710,123595714,34970988,0,0,0,329696277,376613501,140094,95165,0.679594664076782,100162
"1213","VA","Virginia",230446,"51177",2021,"spotsylvania county",620235474,36387002,110381415,43993374,0,0,0,329118972,375044730,140094,95165,0.679594664076782,100162
"1214","VA","Virginia",230446,"51177",2022,"spotsylvania county",576300699,18260455,89371522,50176117,0,0,1006130877,339177924,388900313,140094,95165,0.679594664076782,100162
"1215","IN","Indiana",100088,"18105",2020,"monroe county",46180048,15822080,0,9619098,0,0,0,85475390,128562357,139717,110103,0.788037332340858,53166
"1216","IN","Indiana",100088,"18105",2021,"monroe county",47859084,8214601,0,21501280,0,0,425374955,80577334,96609843,139717,110103,0.788037332340858,53166
"1217","IN","Indiana",100088,"18105",2022,"monroe county",47859084,8214601,0,21910056,0,0,425374955,80577334,96609843,139717,110103,0.788037332340858,53166
"1218","CA","California",31697,"06055",2020,"napa county",371475235,257117876,24890000,28351202,0,0,0,379378967,465004036,138024,117695,0.852744911932415,94127
"1219","CA","California",31697,"06055",2021,"napa county",377450465,260543174,23144790,35988439,0,0,0,388184223,456545747,138024,117695,0.852744911932415,94127
"1220","CA","California",31697,"06055",2022,"napa county",220133966,138538511,0,32436134,0,8024297,906904607,363513554,475041610,138024,117695,0.852744911932415,94127
"1221","WI","Wisconsin",39851,"55073",2020,"marathon county",82225682,0,0,19538269,8235765,0,0,119144910,130219514,138007,78131,0.566113337149399,74050
"1222","WI","Wisconsin",39851,"55073",2021,"marathon county",118518465,0,3028071,32035499,16282453,93016,0,116973845,126435138,138007,78131,0.566113337149399,74050
"1223","WI","Wisconsin",39851,"55073",2022,"marathon county",175461677,0,0,45751145,20395231,0,648598926,127414420,134678345,138007,78131,0.566113337149399,74050
"1224","SC","South Carolina",38263,"45041",2020,"florence county",275116529,70114804,42573641,20735424,0,0,0,121934463,130340715,137064,83320,0.607913380369038,52062
"1225","SC","South Carolina",38263,"45041",2021,"florence county",414198123,76928672,49457396,36249338,0,0,0,123275416,146273768,137064,83320,0.607913380369038,52062
"1226","SC","South Carolina",38263,"45041",2022,"florence county",394659597,61481314,50115099,50945338,0,0,441258277,123228711,151512444,137064,83320,0.607913380369038,52062
"1227","WI","Wisconsin",39875,"55131",2020,"washington county",28093253,0,709772,12217815,8163107,0,0,119181100,124006001,136756,84301,0.616411111354845,85266
"1228","WI","Wisconsin",39875,"55131",2021,"washington county",50813186,0,644741,24060014,15639413,0,0,119120153,126469686,136756,84301,0.616411111354845,85266
"1229","WI","Wisconsin",39875,"55131",2022,"washington county",51776112,0,720777,27917289,20130690,0,317617783,122012109,142903455,136756,84301,0.616411111354845,85266
"1230","NC","North Carolina",36504,"37019",2020,"brunswick county",641809367,30160312,138947347,25263447,0,0,0,278641554,308664412,136694,86962,0.636184735136401,67286
"1231","NC","North Carolina",36504,"37019",2021,"brunswick county",752078432,39613501,177154561,67259397,522652,0,0,319402062,324479104,136694,86962,0.636184735136401,67286
"1232","NC","North Carolina",36504,"37019",2022,"brunswick county",702003311,22515827,186539667,48573076,488701,0,1158057927,300246982,372292530,136694,86962,0.636184735136401,67286
"1233","CA","California",31679,"06023",2020,"humboldt county",383921200,296529812,39983824,21053918,0,0,0,401607954,370502449,136465,93430,0.684654448458556,53924
"1234","CA","California",31679,"06023",2021,"humboldt county",434120083,318091760,46131830,49069076,0,0,571742170,409560998,414797050,136465,93430,0.684654448458556,53924
"1235","KY","Kentucky",74775,"21015",2021,"boone county",98900873,42721210,13346798,17606382,0,0,415045840,85682174,111405733,135995,120378,0.885340668392563,85284
"1236","OH","Ohio",36869,"39023",2020,"clark county",140345343,59068912,40064416,8179873,0,0,0,129155374,138888912,135973,101477,0.746148925375549,59077
"1237","OH","Ohio",36869,"39023",2021,"clark county",99134124,50406232,0,17865705,0,5887017,0,86975343,136797889,135973,101477,0.746148925375549,59077
"1238","OH","Ohio",36869,"39023",2022,"clark county",84082615,27366797,0,28471573,0,9551908,367361937,119030453,140688423,135973,101477,0.746148925375549,59077
"1239","TX","Texas",38627,"48181",2020,"grayson county",64844349,6284479,9875565,8510887,0,0,0,52949635,62643272,135552,70903,0.523103369410445,62678
"1240","TX","Texas",38627,"48181",2021,"grayson county",73199932,10051447,10948247,16720716,0,0,0,70700166,92565266,135552,70903,0.523103369410445,62678
"1241","TX","Texas",38627,"48181",2022,"grayson county",56950557,0,8046382,19985010,8224870,0,146089306,94393380,73368796,135552,70903,0.523103369410445,62678
"1242","TN","Tennessee",197412,"47009",2020,"blount county",187654707,0,8503450,8053585,5003033,0,0,93601128,112605763,135283,84955,0.627993790656416,62724
"1243","TN","Tennessee",197412,"47009",2021,"blount county",179166250,213541,12293444,9923004,1266727,0,0,92518378,123205347,135283,84955,0.627993790656416,62724
"1244","TN","Tennessee",197412,"47009",2022,"blount county",179481241,0,11399272,22640727,17991331,0,302295226,85563332,124705858,135283,84955,0.627993790656416,62724
"1245","KY","Kentucky",43436,"21227",2020,"warren county",0,0,0,0,0,0,0,47068902,52108511,134551,97814,0.7269497748116,59223
"1246","KY","Kentucky",43436,"21227",2021,"warren county",0,0,0,0,0,0,0,95659387,111481390,134551,97814,0.7269497748116,59223
"1247","KY","Kentucky",43436,"21227",2022,"warren county",0,0,0,801836,0,0,0,69492233,75263638,134551,97814,0.7269497748116,59223
"1248","MI","Michigan",77987,"26025",2020,"calhoun county",152824222,21780119,21625634,11520175,0,0,0,101892043,112671097,134293,90871,0.676576576576577,55639
"1249","MI","Michigan",77987,"26025",2021,"calhoun county",153536683,0,20514478,17411390,6017357,0,0,101202105,121682615,134293,90871,0.676576576576577,55639
"1250","MI","Michigan",77987,"26025",2022,"calhoun county",187962911,21869960,13571854,24765526,0,0,300175335,110225675,127199077,134293,90871,0.676576576576577,55639
"1251","NC","North Carolina",36574,"37085",2020,"harnett county",301055649,20416564,54712826,14217819,2525500,0,0,185034931,213884636,133554,47876,0.358439147101102,61701
"1252","NC","North Carolina",36574,"37085",2021,"harnett county",323148712,26262739,54613140,15448012,279721,0,0,199190728,220195095,133554,47876,0.358439147101102,61701
"1253","NC","North Carolina",36574,"37085",2022,"harnett county",358745037,13369076,46139380,41238651,251852,0,741274922,226974858,244759899,133554,47876,0.358439147101102,61701
"1254","PA","Pennsylvania",42995,"42021",2020,"cambria county",189487729,20487793,94099404,16974821,0,0,0,137498736,147716223,133477,71963,0.539161771757372,52441
"1255","PA","Pennsylvania",42995,"42021",2021,"cambria county",169851326,2133267,93563412,19124990,0,0,0,140168018,159978679,133477,71963,0.539161771757372,52441
"1256","PA","Pennsylvania",42995,"42021",2022,"cambria county",217643143,48790179,94388307,21069613,0,0,151564459,162853020,165054534,133477,71963,0.539161771757372,52441
"1257","UT","Utah",41435,"49005",2020,"cache county",34182430,7094205,0,6089974,86575,0,0,59965950,78059002,133159,113927,0.855603286420235,69670
"1258","UT","Utah",41435,"49005",2021,"cache county",40607368,2759355,0,18335213,224231,0,0,60225727,74138338,133159,113927,0.855603286420235,69670
"1259","UT","Utah",41435,"49005",2022,"cache county",37870334,0,0,19514058,6571928,0,173976976,71126212,88894042,133159,113927,0.855603286420235,69670
"1260","LA","Louisiana",1266773,"22105",2020,"tangipahoa parish",29416817,663118,3474300,5806935,0,0,0,58199306,65462639,133149,71922,0.540129321027058,51596
"1261","LA","Louisiana",1266773,"22105",2021,"tangipahoa parish",72467333,107829,3263150,50028648,3904749,0,0,102616608,118782491,133149,71922,0.540129321027058,51596
"1262","LA","Louisiana",1266773,"22105",2022,"tangipahoa parish",70302960,683861,3661374,44828548,11055356,0,362120442,73323800,89370437,133149,71922,0.540129321027058,51596
"1263","TN","Tennessee",197529,"47179",2020,"washington county",175625128,0,4903382,4218887,1057160,0,0,85245959,73386820,133005,98740,0.742400433079451,56071
"1264","TN","Tennessee",197529,"47179",2021,"washington county",178623611,0,3836573,17113787,766948,0,0,60723026,77274801,133005,98740,0.742400433079451,56071
"1265","TN","Tennessee",197529,"47179",2022,"washington county",154785960,0,3622158,2947644,8991725,0,220578294,66135734,105845507,133005,98740,0.742400433079451,56071
"1266","OH","Ohio",36918,"39173",2020,"wood county",126593723,58431128,39523566,7658753,0,0,0,128149164,151163815,132251,92480,0.699292238824028,64702
"1267","OH","Ohio",36918,"39173",2021,"wood county",85174664,45602502,0,20301310,657782,5423673,0,86569886,146702458,132251,92480,0.699292238824028,64702
"1268","OH","Ohio",36918,"39173",2022,"wood county",95857384,27419986,0,32011132,931815,9461981,436643493,123156707,149302163,132251,92480,0.699292238824028,64702
"1269","IL","Illinois",45719,"17093",2020,"kendall county",39980937,12140277,0,2665689,0,0,0,58978325,65612276,131868,116875,0.886296248549697,100483
"1270","IL","Illinois",45719,"17093",2021,"kendall county",28235627,3425802,0,2403248,0,0,0,59748526,88529718,131868,116875,0.886296248549697,100483
"1271","IL","Illinois",45719,"17093",2022,"kendall county",22444924,0,0,3035921,6960408,0,283716585,61911229,93949491,131868,116875,0.886296248549697,100483
"1272","SC","South Carolina",65038,"45077",2020,"pickens county",112617961,52902164,13566925,8569346,0,0,0,65856957,71171264,131401,82050,0.624410215822958,54415
"1273","SC","South Carolina",65038,"45077",2021,"pickens county",115638992,59035167,13678209,10556318,0,0,0,78169882,77027952,131401,82050,0.624410215822958,54415
"1274","SC","South Carolina",65038,"45077",2022,"pickens county",125480797,49539662,14949212,29833072,0,0,213190424,77087431,86121204,131401,82050,0.624410215822958,54415
"1275","IL","Illinois",32787,"17179",2020,"tazewell county",50070922,9449876,30812279,5131882,0,0,0,56482626,57797355,131334,102681,0.781777483383203,65427
"1276","IL","Illinois",32787,"17179",2021,"tazewell county",45977744,0,25383450,16562858,0,0,0,53145250,63572530,131334,102681,0.781777483383203,65427
"1277","IL","Illinois",32787,"17179",2022,"tazewell county",53402154,0,19401603,30157550,16187103,0,200252583,48581641,70603779,131334,102681,0.781777483383203,65427
"1278","IA","Iowa",33297,"19013",2020,"black hawk county",42774074,13999618,2235539,4662121,0,0,0,56737368,69032493,131147,114139,0.870333374001098,60716
"1279","IA","Iowa",33297,"19013",2021,"black hawk county",46525657,14636633,2300261,4535033,0,0,0,54146195,69202968,131147,114139,0.870333374001098,60716
"1280","IA","Iowa",33297,"19013",2022,"black hawk county",37941094,0,2165887,16777598,7236316,0,248499383,50199946,70289302,131147,114139,0.870333374001098,60716
"1281","NH","New Hampshire",121285,"33017",2020,"strafford county",86673561,52782836,15018802,7172832,0,0,0,80581300,76223283,130895,82805,0.632635286387703,91928
"1282","NH","New Hampshire",121285,"33017",2021,"strafford county",72339015,34523878,13219502,14822248,0,0,0,72460050,68294663,130895,82805,0.632635286387703,91928
"1283","NH","New Hampshire",121285,"33017",2022,"strafford county",80789103,50517220,8711603,13230295,0,0,37665066,78718947,81251900,130895,82805,0.632635286387703,91928
"1284","IN","Indiana",112510,"18095",2021,"madison county",59412392,12021111,20094874,16083959,0,0,240997308,71269923,74046379,130141,98088,0.753775100092985,54026
"1285","LA","Louisiana",116220,"22079",2020,"rapides parish",81393259,11569165,43943093,3105681,0,0,0,49568755,52230404,130030,78305,0.602239603762411,47316
"1286","LA","Louisiana",116220,"22079",2021,"rapides parish",78443474,3484119,45383759,10051632,0,0,0,53760217,69249627,130030,78305,0.602239603762411,47316
"1287","LA","Louisiana",116220,"22079",2022,"rapides parish",58080983,6240802,28984123,4721020,0,0,204405981,46804957,76432075,130030,78305,0.602239603762411,47316
"1288","FL","Florida",1265672,"12119",2020,"sumter county",266199514,85086361,29691300,18542081,0,0,0,142273794,159168538,129751,101755,0.784226832727049,69707
"1289","FL","Florida",1265672,"12119",2021,"sumter county",218670932,23474460,33041014,24738872,0,0,0,138131697,171938221,129751,101755,0.784226832727049,69707
"1290","FL","Florida",1265672,"12119",2022,"sumter county",306132621,70093776,27574320,40747990,0,0,640723048,154003468,178865384,129751,101755,0.784226832727049,69707
"1291","WA","Washington",43137,"53057",2020,"skagit county",134716926,13740710,5683485,22054284,3331758,0,0,154472063,181780729,129515,85354,0.658987206905337,72831
"1292","WA","Washington",43137,"53057",2021,"skagit county",142394418,3458951,2902404,0,0,0,0,167494337,203680291,129515,85354,0.658987206905337,72831
"1293","WA","Washington",43137,"53057",2022,"skagit county",151481004,8001517,2318727,23132239,16535235,0,596973267,183339553,204277827,129515,85354,0.658987206905337,72831
"1294","TX","Texas",88502,"48485",2020,"wichita county",93487827,10017533,0,10234048,0,0,0,56863395,63156130,129355,112860,0.872516428295323,53148
"1295","TX","Texas",88502,"48485",2021,"wichita county",109459607,12833631,0,26632890,0,0,0,59557672,66217483,129355,112860,0.872516428295323,53148
"1296","TX","Texas",88502,"48485",2022,"wichita county",99894846,0,0,33125935,7405553,0,234358060,64484858,68048272,129355,112860,0.872516428295323,53148
"1297","NJ","New Jersey",35623,"34019",2020,"hunterdon county",161402110,61501221,91970840,0,0,0,0,96973461,115638107,128962,53710,0.416527720691447,122095
"1298","NJ","New Jersey",35623,"34019",2021,"hunterdon county",253366876,61501221,134516850,0,0,0,0,102472749,130519378,128962,53710,0.416527720691447,122095
"1299","NJ","New Jersey",35623,"34019",2022,"hunterdon county",227295767,56857875,10312891,0,0,0,232146886,110098811,128596980,128962,53710,0.416527720691447,122095
