"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"10429","OK","Oklahoma",125477,"4003300",2021,"atoka","General Purpose",12791068,586131,0,0,0,0,0,0,233427,8029663,9965073,0,3198,NA
"10430","OK","Oklahoma",125855,"4003500",2021,"avant","General Purpose",0,0,0,0,0,0,0,0,0,167696,153525,0,301,NA
"10431","OK","Oklahoma",125856,"4004250",2021,"barnsdall","General Purpose",664658,44865,0,0,0,0,0,0,0,1347257,1621399,0,1034,NA
"10432","IL","Illinois",92867,"1760599",2021,"pleasant plains","General Purpose",1061283,147017,0,0,0,0,0,0,0,739793,890326,397931,810,NA
"10433","OK","Oklahoma",125990,"4004450",2021,"bartlesville","General Purpose",86531955,5147114,23685178,0,1500030,195414,0,0,1496131,58007492,63483131,0,37276,NA
"10434","OK","Oklahoma",125481,"4004750",2021,"beaver","General Purpose",0,0,0,0,0,0,0,0,0,588330,838047,0,1282,NA
"10435","IL","Illinois",92872,"1760833",2021,"plymouth","General Purpose",484235,34235,0,0,0,0,0,0,0,383000,699111,0,437,NA
"10436","IL","Illinois",96825,"1760872",2021,"pocahontas","General Purpose",624689,35245,0,86538,0,0,0,0,6444,573569,775489,0,704,NA
"10437","MI","Michigan",78477,"2623980",2021,"east grand rapids","General Purpose",21189073,1898250,10266380,0,2021829,0,0,0,359437,19704478,20630985,-6495729,11382,NA
"10438","OK","Oklahoma",125846,"4005000",2021,"beggs","General Purpose",2580400,61400,0,0,0,0,0,0,0,1539492,2041386,0,1177,NA
"10439","IL","Illinois",55951,"1760937",2021,"polo","General Purpose",6415398,127758,0,222471,0,0,0,0,9496,2443486,2818152,0,2286,NA
"10440","OK","Oklahoma",125499,"4005400",2021,"bennington","General Purpose",89221,1350,0,0,0,0,0,0,0,449283,413101,0,299,NA
"10441","OK","Oklahoma",125583,"4005550",2021,"bernice","General Purpose",246637,0,0,0,0,0,0,0,0,701825,908727,0,420,NA
"10442","MN","Minnesota",117299,"2709154",2021,"byron","General Purpose",14190644,620064,529536,0,0,0,50508229,0,48256,5839723,8951355,11901261,6315,NA
"10443","MN","Minnesota",117118,"2709226",2021,"caledonia","General Purpose",6410546,579697,833140,295622,0,0,0,0,126166,8190466,9632703,6606674,2849,NA
"10444","IL","Illinois",73585,"1761015",2021,"pontiac","General Purpose",30724055,4709089,0,0,0,0,0,0,0,14166315,17016117,0,11169,NA
"10445","MN","Minnesota",44779,"2709604",2021,"canby","General Purpose",28174402,179184,374377,277902,0,0,0,0,100154,4792454,4470444,7829459,1695,NA
"10446","OK","Oklahoma",125996,"4005650",2021,"bessie","General Purpose",0,0,0,0,0,0,0,0,0,164553,215609,0,182,NA
"10447","MI","Michigan",34295,"2624020",2021,"east jordan","General Purpose",6216983,214790,1978423,0,0,0,0,0,98336,3944030,3573657,-1263109,2244,NA
"10448","MI","Michigan",80387,"2667500",2021,"reading","General Purpose",4149850,99224,86179,0,0,0,0,0,21447,1397178,1455085,1056014,1095,NA
"10449","MI","Michigan",104111,"2667820",2021,"reed city","General Purpose",6363989,260306,2649742,0,0,0,0,0,239324,3969001,4606926,1900220,2481,NA
"10450","MI","Michigan",34301,"2624120",2021,"east lansing","General Purpose",247585244,18097930,90587856,0,20882172,0,0,0,3712608,69499229,88108980,-66958632,47749,NA
"10451","IL","Illinois",92875,"1761067",2021,"pontoon beach","General Purpose",7101227,438704,6200662,505221,0,0,0,0,167832,5490705,8071852,0,5869,NA
"10452","OH","Ohio",102199,"3972977",2021,"somerset","General Purpose",0,0,0,0,0,0,0,0,0,1081634,1068932,0,1481,NA
"10453","MI","Michigan",1240024,"2667900",2021,"reese","General Purpose",422540,42019,0,0,0,0,0,0,9096,1363135,1410917,1025896,1278,NA
"10454","KY","Kentucky",33605,"2153418",2021,"morehead","General Purpose",54998085,2985544,16442759,0,5133490,0,0,0,96171,24176380,24966325,0,7145,NA
"10455","KY","Kentucky",58658,"2153472",2021,"morganfield","General Purpose",16192444,539886,7738432,0,2428248,0,0,0,232243,9244130,10163695,0,3257,NA
"10456","OH","Ohio",102202,"3973124",2021,"south charleston","General Purpose",0,0,0,0,0,0,0,0,0,1341556,1400007,0,1711,NA
"10457","KY","Kentucky",116107,"2154084",2021,"mount sterling","General Purpose",24464577,1996560,13233673,0,4115117,0,0,0,312149,15571371,16902845,0,7551,NA
"10458","IL","Illinois",92876,"1761145",2021,"poplar grove","General Purpose",5992526,381930,53805,0,0,0,0,0,35881,3274765,4285703,0,5053,NA
"10459","MI","Michigan",1240025,"2668240",2021,"richland","General Purpose",151388,40291,0,0,0,0,0,0,0,582062,615140,328801,951,NA
"10460","KY","Kentucky",1268687,"2154228",2021,"mount washington","General Purpose",43002462,1843652,13499018,0,4212654,0,83860638,0,190915,21628593,21333232,0,18098,NA
"10461","KY","Kentucky",33588,"2154642",2021,"murray","General Purpose",109216660,3583697,30819865,0,9552405,0,0,0,914248,34315671,40103704,0,17305,NA
"10462","KY","Kentucky",93321,"2155884",2021,"newport","General Purpose",80928140,2243900,36719062,0,10887990,0,0,0,1782049,26918675,25314090,0,14161,NA
"10463","KY","Kentucky",116038,"2156136",2021,"nicholasville","General Purpose",125034561,6987368,46980547,0,14526594,0,0,0,866805,54925665,55019044,-12361000,31104,NA
"10464","OH","Ohio",84373,"3973264",2021,"south euclid","General Purpose",53396215,2772439,21502296,63061,2807114,398788,0,0,1968979,29181986,32432506,0,21888,NA
"10465","MI","Michigan",80428,"2668380",2021,"richmond","General Purpose",3242443,135321,1052408,0,328597,0,0,0,245203,6796658,7791474,7305968,5875,NA
"10466","OH","Ohio",84375,"3973670",2021,"south point","General Purpose",0,0,0,0,0,0,0,0,0,3295171,3541457,0,3835,NA
"10467","KY","Kentucky",196801,"2158836",2021,"paducah","General Purpose",145355049,5348199,72763400,0,21838484,0,0,0,2447599,61049529,58672951,0,27119,NA
"10468","KY","Kentucky",47926,"2158962",2021,"paintsville","General Purpose",48111882,2473829,12943139,0,4073664,0,0,0,117141,17829407,18460065,0,4322,NA
"10469","MI","Michigan",78492,"2624290",2021,"eastpointe","General Purpose",89505776,3472385,43131559,0,27965165,751499,0,0,649982,45831222,54147206,-45363780,34323,NA
"10470","MI","Michigan",80442,"2668760",2021,"river rouge","General Purpose",37424517,2599545,0,7461099,20428189,0,0,0,1059829,16944653,21885898,-19804038,7228,NA
"10471","KY","Kentucky",33604,"2160852",2021,"pikeville","General Purpose",48336007,1204954,15053086,0,4685612,0,0,0,561734,30631603,36079449,0,7755,NA
"10472","MI","Michigan",80446,"2668880",2021,"riverview","General Purpose",100126163,4167826,0,1010421,27716292,0,0,0,571192,27639707,31561569,-60907658,12491,NA
"10473","KY","Kentucky",115897,"2162940",2021,"prestonsburg","General Purpose",13906075,2760272,7861435,0,2474291,0,0,0,0,9736014,9793749,0,3924,NA
"10474","KY","Kentucky",33594,"2163912",2021,"radcliff","General Purpose",32149179,329744,23977285,0,7404669,0,0,0,419285,15898622,17018062,-16329565,23026,NA
"10475","IL","Illinois",73597,"1761314",2021,"posen","General Purpose",6491384,723608,4056834,0,724872,0,13818611,0,79698,8346346,9657009,-4940598,5592,NA
"10476","KY","Kentucky",56701,"2165226",2021,"richmond","General Purpose",140863323,4132540,58558380,0,18224169,0,0,0,4500935,60729605,62865281,0,34594,NA
"10477","MI","Michigan",78483,"2624420",2021,"east tawas","General Purpose",1518690,231352,0,0,0,0,0,0,66272,4335184,5347874,6571726,2665,NA
"10478","KY","Kentucky",1266592,"2167458",2021,"russell","General Purpose",12258252,2275,7975889,0,2468230,0,0,0,174189,6903604,6809001,0,3747,NA
"10479","MI","Michigan",80451,"2669020",2021,"rochester","General Purpose",43997212,1752263,8951829,0,0,6935508,0,0,705931,24806184,19574679,6753635,13033,NA
"10480","IL","Illinois",92878,"1761366",2021,"potomac","General Purpose",1040532,4867,70984,0,0,0,0,0,0,505549,609102,299335,689,NA
"10481","MI","Michigan",80454,"2669035",2021,"rochester hills","General Purpose",32223122,16562228,0,0,0,382374,0,0,2521039,97374636,110645862,104324200,76308,103023
"10482","IL","Illinois",111874,"1761548",2021,"prairie city","General Purpose",568682,682,0,0,0,0,2493357,0,0,306597,311748,297085,409,NA
"10483","IL","Illinois",92882,"1761639",2021,"prairie du rocher","General Purpose",379873,31883,0,0,0,0,0,0,0,519645,536298,0,500,NA
"10484","MI","Michigan",78498,"2624540",2021,"eaton rapids","General Purpose",15809333,1021279,6372132,0,3933015,0,0,0,222809,17793928,17186193,2899016,5209,NA
"10485","KY","Kentucky",116156,"2170050",2021,"shelbyville","General Purpose",32953958,2062596,18225634,0,5633868,0,0,0,1041321,14806427,13808115,-10080691,17286,NA
"10486","MI","Michigan",80459,"2669080",2021,"rockford","General Purpose",7271392,384679,3572573,0,0,0,0,0,306824,8139140,9806878,4090113,6142,NA
"10487","KY","Kentucky",96875,"2171688",2021,"somerset","General Purpose",116402936,3718458,48520335,0,15018065,0,0,0,0,54790122,48806805,0,11921,NA
"10488","KY","Kentucky",115972,"2167944",2021,"st matthews","General Purpose",20057661,862971,14118066,0,4361479,0,0,0,715145,14916239,16654301,2658707,17537,NA
"10489","KY","Kentucky",115972,"2167944",2021,"st matthews","General Purpose",20057661,862971,14118066,0,4361479,0,0,0,715145,14916239,16654301,2658707,17537,NA
"10490","MI","Michigan",80462,"2669180",2021,"rockwood","General Purpose",6339175,366482,250258,0,2714354,0,0,0,198864,3506069,4645846,-3107100,3244,NA
"10491","MI","Michigan",104112,"2669260",2021,"rogers city","General Purpose",12314068,287235,769833,0,0,0,0,0,0,4758825,4515233,-250396497,2846,NA
"10492","KY","Kentucky",116184,"2179482",2021,"versailles","General Purpose",74950922,1960621,20138358,0,6225199,0,0,0,439025,22051771,19562899,0,10351,NA
"10493","OH","Ohio",84406,"3974076",2021,"springboro","General Purpose",36207720,2932438,10572419,0,948483,543633,0,0,1144812,27888729,34994248,0,19060,NA
"10494","MI","Michigan",1240026,"2669400",2021,"romeo","General Purpose",11570897,428742,4121349,0,3628535,0,0,0,287052,5594951,7358372,-4082059,3770,NA
"10495","MN","Minnesota",117075,"2709730",2021,"cannon falls","General Purpose",12323106,615262,1519169,158301,0,0,0,0,347902,7668294,9740326,6619664,4227,NA
"10496","MN","Minnesota",65387,"2710018",2021,"carlton","General Purpose",5481,5481,186245,0,0,0,0,0,2701,2467540,2786142,0,950,NA
"10497","OK","Oklahoma",125830,"4005700",2021,"bethany","General Purpose",28528067,1024797,8210363,0,1668099,0,0,0,913936,20394837,22236914,0,20825,NA
"10498","OK","Oklahoma",125570,"4005900",2021,"big cabin","General Purpose",34374,809,0,0,0,0,0,0,0,731493,1343489,0,172,NA
"10499","MN","Minnesota",116950,"2710972",2021,"chaska","General Purpose",149021468,14279975,8704613,947329,1596946,0,0,0,2111178,94806989,112693932,-8777095,27810,NA
"10500","OK","Oklahoma",125512,"4006200",2021,"binger","General Purpose",0,0,0,0,0,0,0,0,0,546404,831945,0,456,NA
"10501","MN","Minnesota",116989,"2711746",2021,"clearbrook","General Purpose",188894,68816,235296,0,0,0,0,0,12400,7379665,7609931,0,464,NA
"10502","MN","Minnesota",117561,"2711800",2021,"clearwater","General Purpose",0,0,0,0,0,0,0,0,32080,2624113,2645667,0,1922,NA
"10503","OK","Oklahoma",125974,"4006400",2021,"bixby","General Purpose",64232812,2715626,9107971,0,0,76305,0,0,1986628,30043322,48580611,0,28617,NA
"10504","MN","Minnesota",117184,"2711872",2021,"cleveland","General Purpose",1491299,136862,168203,361117,0,0,0,0,20523,1442638,1706244,1477451,746,NA
"10505","OK","Oklahoma",125691,"4006600",2021,"blackwell","General Purpose",19753428,1642972,3696152,0,820900,0,0,0,146762,19540179,30193981,4629533,6081,NA
"10506","IL","Illinois",92884,"1761678",2021,"prairie grove","General Purpose",706838,196838,0,0,0,0,0,0,0,1735305,1679459,1605798,1964,NA
"10507","OH","Ohio",44755,"3939872",2021,"kent","General Purpose",72882040,6698757,27403367,141133,2962490,1003499,0,0,4070787,29728584,40451335,0,28212,NA
"10508","IL","Illinois",73615,"1761899",2021,"princeton","General Purpose",47955513,2012447,13479386,1204066,8297517,0,0,0,788921,22593698,25171207,0,7831,NA
"10509","IL","Illinois",92890,"1761925",2021,"princeville","General Purpose",604742,176407,0,0,0,0,0,0,0,2324045,2736489,0,1634,NA
"10510","IL","Illinois",73621,"1761977",2021,"prophetstown","General Purpose",793521,4560,0,0,0,0,5779825,0,0,2029534,2498334,815272,1944,NA
"10511","MI","Michigan",1239954,"2624580",2021,"eau claire","General Purpose",1114275,18502,327613,0,0,0,0,0,10853,610006,843031,52613,560,NA
"10512","IL","Illinois",73622,"1762016",2021,"prospect heights","General Purpose",21841800,1356313,8633387,0,1842255,0,0,0,358157,11392724,15773376,0,16049,NA
"10513","OH","Ohio",36943,"3940040",2021,"kettering","General Purpose",120803853,13878845,68099514,0,7373261,2580243,0,0,5531902,65757929,91968667,0,57868,NA
"10514","IL","Illinois",92891,"1762211",2021,"pulaski","General Purpose",627798,45159,0,0,0,0,0,0,0,279528,1287682,0,153,NA
"10515","MI","Michigan",78513,"2624740",2021,"ecorse","General Purpose",54858774,1536551,21999629,0,11087744,0,0,0,513292,19308158,25041477,0,9316,NA
"10516","IL","Illinois",42480,"1762367",2021,"quincy","General Purpose",160959885,4604348,91454347,7595562,13536184,0,0,0,3216781,57850870,68251432,0,39473,NA
"10517","MI","Michigan",1239955,"2625000",2021,"edmore","General Purpose",2186639,35311,0,0,0,0,0,0,10328,1132924,1223443,2147587,1222,NA
"10518","MN","Minnesota",117452,"2712484",2021,"cold spring","General Purpose",10728817,504157,905520,373708,0,0,0,0,488392,5721044,11717940,5888185,4160,NA
"10519","OK","Oklahoma",125668,"4006650",2021,"blair","General Purpose",0,0,0,0,0,0,0,0,0,972941,1016207,0,716,NA
"10520","MN","Minnesota",58076,"2712664",2021,"cologne","General Purpose",20321536,411256,247686,128564,0,0,0,0,79825,3071879,4204993,3121435,2047,NA
"10521","OK","Oklahoma",57394,"4006700",2021,"blanchard","General Purpose",8010698,365921,0,0,0,0,0,0,0,8162836,9125474,4278572,8873,NA
"10522","OK","Oklahoma",125566,"4006950",2021,"bluejacket","General Purpose",123171,0,0,0,0,0,0,0,0,182093,561812,11469482,235,NA
"10523","MN","Minnesota",117113,"2713168",2021,"corcoran","General Purpose",17055588,3523211,1132875,0,391609,0,0,0,309950,8695974,15382349,9108254,6185,NA
"10524","MN","Minnesota",117229,"2713420",2021,"cosmos","General Purpose",3504426,66368,81139,0,0,0,0,0,0,957696,1230164,0,511,NA
"10525","OK","Oklahoma",125542,"4007300",2021,"boise city","General Purpose",3715531,38909,0,0,0,0,0,0,0,2136800,2374147,0,1165,NA
"10526","OK","Oklahoma",125500,"4007350",2021,"bokchito","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,573,NA
"10527","MN","Minnesota",117533,"2713456",2021,"cottage grove","General Purpose",66096672,10722981,8282346,0,607334,0,0,0,1299781,50647793,76287159,0,38837,NA
"10528","OK","Oklahoma",125538,"4007750",2021,"boswell","General Purpose",649742,65742,0,0,0,0,254248526,0,0,929278,1214474,40656513,579,NA
"10529","OK","Oklahoma",125945,"4007950",2021,"bowlegs","General Purpose",1194,1194,0,0,0,0,0,0,0,83125,165660,157634,357,NA
"10530","OK","Oklahoma",125630,"4008300",2021,"bradley","General Purpose",0,0,0,0,0,0,0,0,0,38935,32555,0,80,NA
"10531","MN","Minnesota",117013,"2713978",2021,"crosslake","General Purpose",8633623,339682,703845,0,487355,0,0,0,228865,4917664,5888937,6351571,2392,NA
"10532","RI","Rhode Island",38203,"4474300",2021,"warwick","General Purpose",1015751257,29471630,399445521,0,443280297,0,0,0,12031759,359484741,374893308,0,82825,72025
"10533","MN","Minnesota",117087,"2714158",2021,"crystal","General Purpose",24348930,5067879,4830712,0,1969801,0,0,0,1070781,29492088,29640721,33674816,23329,NA
"10534","OK","Oklahoma",125800,"4008400",2021,"braggs","General Purpose",81242,0,0,0,0,0,0,0,0,526420,469305,0,266,NA
"10535","MN","Minnesota",117175,"2714968",2021,"dawson","General Purpose",18253711,436656,433552,0,0,0,0,0,25335,3879401,4450255,11315420,1464,NA
"10536","OK","Oklahoma",125692,"4008450",2021,"braman","General Purpose",58787,34257,0,0,0,0,0,0,0,493155,442290,0,164,NA
"10537","OK","Oklahoma",125600,"4008600",2021,"breckenridge","General Purpose",0,0,0,0,0,0,0,0,0,250262,247378,0,203,NA
"10538","MN","Minnesota",117000,"2715346",2021,"deerwood","General Purpose",1294840,252752,15545,0,0,0,0,0,12543,1843391,2621439,0,531,NA
"10539","MN","Minnesota",117076,"2715706",2021,"dennison","General Purpose",0,0,0,0,0,0,0,0,0,671140,815315,489485,218,NA
"10540","OK","Oklahoma",103163,"4008900",2021,"bristow","General Purpose",6405438,214111,0,0,0,0,0,0,0,7308835,8172825,0,4253,NA
"10541","OK","Oklahoma",37343,"4009050",2021,"broken arrow","General Purpose",442832782,24490013,60510322,0,1231393,0,0,0,5300606,166725502,192163672,0,113556,73628
"10542","OK","Oklahoma",125762,"4009100",2021,"broken bow","General Purpose",17225404,9844,714599,0,0,0,0,0,0,12532440,15409245,10211244,4212,NA
"10543","MN","Minnesota",117494,"2717090",2021,"dumont","General Purpose",0,0,0,0,0,0,0,0,0,127400,151575,0,79,NA
"10544","OK","Oklahoma",125684,"4009150",2021,"bromide","General Purpose",0,0,0,0,0,0,0,0,0,9443,14000,0,119,NA
"10545","MN","Minnesota",117397,"2717126",2021,"dundas","General Purpose",6572752,305597,300345,0,0,0,0,0,107964,3015751,3104669,3754478,1711,NA
"10546","MN","Minnesota",106054,"2717288",2021,"eagan","General Purpose",81683222,13106241,16746827,0,0,20139473,0,0,3998065,74473803,89428163,70562596,68861,100490
"10547","MN","Minnesota",54555,"2717342",2021,"eagle bend","General Purpose",6076166,105803,136655,0,0,0,0,0,0,1501644,2592620,3520390,551,NA
"10548","MN","Minnesota",116902,"2717486",2021,"east bethel","General Purpose",18743661,807803,785762,806009,0,0,0,0,225034,9455735,13838925,0,11783,NA
"10549","OK","Oklahoma",125647,"4009850",2021,"buffalo","General Purpose",3365548,212179,18352,0,0,0,0,0,0,887227,1336081,2869090,1040,NA
"10550","MI","Michigan",65157,"2669420",2021,"romulus","General Purpose",140582242,8783957,31335910,0,48484838,0,0,0,1196910,47948322,49121764,0,25170,NA
"10551","KY","Kentucky",93325,"2183676",2021,"winchester","General Purpose",46940274,615090,34308597,0,10090991,0,0,0,751953,24190398,22438563,-26773829,19149,NA
"10552","MI","Michigan",1238841,"2669520",2021,"roosevelt park","General Purpose",11752715,400311,3150874,0,1739550,0,14671473,0,66826,5244403,5011178,-2162620,4171,NA
"10553","MI","Michigan",1091499,"2669540",2021,"roscommon","General Purpose",5366121,1133501,0,0,0,0,0,0,17304,1455761,6259095,2211071,980,NA
"10554","LA","Louisiana",96876,"2200100",2021,"abbeville","General Purpose",38367519,1701209,7112588,0,22958551,0,0,0,669190,25158282,29864873,0,11194,NA
"10555","LA","Louisiana",74850,"2200240",2021,"abita springs","General Purpose",9010777,2312328,820763,0,0,0,0,0,15751,3892475,4476438,0,2625,NA
"10556","OH","Ohio",36921,"3974118",2021,"springfield","General Purpose",221558631,34041335,66332857,0,7504165,2147620,0,0,9032358,88355527,113492651,-34314818,58651,NA
"10557","LA","Louisiana",1238407,"2200835",2021,"albany","General Purpose",4488318,429027,0,0,0,0,0,0,18076,2108102,2864045,0,1230,NA
"10558","MI","Michigan",1238570,"2669640",2021,"rosebush","General Purpose",1501411,117411,0,0,0,0,0,0,0,215887,297979,534431,356,NA
"10559","MI","Michigan",1239956,"2625040",2021,"edwardsburg","General Purpose",1217204,12738,0,0,0,0,0,0,7445,826510,1062265,1647084,1311,NA
"10560","IL","Illinois",92899,"1762627",2021,"ramsey","General Purpose",510318,0,0,0,0,0,0,0,0,890559,1571139,1006573,915,NA
"10561","IL","Illinois",92901,"1762744",2021,"rankin","General Purpose",428186,15961,8424,0,0,0,0,0,0,350638,365663,85920,494,NA
"10562","IL","Illinois",92905,"1762783",2021,"rantoul","General Purpose",48274078,10824446,0,3389582,1427222,0,0,0,1314224,41068762,43526839,-2597802,12372,NA
"10563","MI","Michigan",1239957,"2625180",2021,"elberta","General Purpose",850163,34699,0,0,0,0,0,0,0,690982,935606,451110,309,NA
"10564","IL","Illinois",111915,"1762822",2021,"rapids","General Purpose",126519,61355,38965,0,0,0,0,0,0,1005630,1065521,0,960,NA
"10565","OH","Ohio",125212,"3941230",2021,"lagrange","General Purpose",0,0,0,0,0,0,4983036,0,0,3337428,4012855,4038634,2599,NA
"10566","IL","Illinois",92910,"1762965",2021,"raymond","General Purpose",129445,15818,0,0,0,0,0,0,0,874245,1097787,1918660,946,NA
"10567","MI","Michigan",1238521,"2625320",2021,"elk rapids","General Purpose",10956460,815469,799414,0,0,0,0,0,143743,4991976,5486821,3500375,1531,NA
"10568","IL","Illinois",73670,"1763043",2021,"red bud","General Purpose",405296,0,0,0,0,0,0,0,316568,10489185,12574713,9131092,3801,NA
"10569","MI","Michigan",1239958,"2625360",2021,"elkton","General Purpose",180482,26687,0,88185,0,0,0,0,7377,1111826,1353495,1425095,802,NA
"10570","IL","Illinois",92914,"1763420",2021,"reynolds","General Purpose",0,0,0,0,0,0,0,0,0,271808,349992,880774,497,NA
"10571","LA","Louisiana",33807,"2200975",2021,"alexandria","General Purpose",289201229,11057643,38998815,7493206,19944677,0,0,0,5152612,174973885,185387008,111549,45271,NA
"10572","LA","Louisiana",74943,"2203110",2021,"arnaudville","General Purpose",1515512,331889,1110623,0,0,0,0,0,0,1992480,2091378,1285631,1000,NA
"10573","MI","Michigan",104114,"2669680",2021,"rose city","General Purpose",179928,23012,156916,0,0,0,0,0,0,972790,966008,578672,576,NA
"10574","LA","Louisiana",75044,"2203985",2021,"baker","General Purpose",24778882,5511233,8901802,0,6540361,0,0,0,825536,16016583,18832057,-10454979,12479,NA
"10575","OH","Ohio",84405,"3974216",2021,"spring valley","General Purpose",0,0,0,0,0,0,0,0,0,197915,247762,0,415,NA
"10576","MI","Michigan",34305,"2669800",2021,"roseville","General Purpose",141979248,14938482,50680722,0,63694524,0,0,0,3367558,61064106,74577502,0,47720,NA
"10577","LA","Louisiana",75047,"2204055",2021,"ball","General Purpose",3420395,296375,2668950,0,0,0,0,0,49627,3907267,3855731,0,3967,NA
"10578","LA","Louisiana",100348,"2204580",2021,"basile","General Purpose",1250680,43304,256442,0,0,0,0,0,6686,1608375,2092832,0,1210,NA
"10579","LA","Louisiana",100782,"2204685",2021,"bastrop","General Purpose",33065115,567674,7863913,0,16477423,0,0,0,179649,14397309,16924331,0,9676,NA
"10580","MI","Michigan",1240027,"2669880",2021,"rothbury","General Purpose",15167,15167,0,0,0,0,0,0,0,431720,246574,241943,439,NA
"10581","OK","Oklahoma",125469,"4010050",2021,"burlington","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,125,NA
"10582","MN","Minnesota",117116,"2718116",2021,"eden prairie","General Purpose",76231310,7733105,15751743,3929445,3131833,0,0,0,2789165,94963234,109853887,0,64198,NA
"10583","OK","Oklahoma",125997,"4010250",2021,"burns flat","General Purpose",0,0,0,0,0,0,0,0,0,100000,163508,0,1952,NA
"10584","MN","Minnesota",97924,"2718458",2021,"elbow lake","General Purpose",0,0,448397,0,0,0,0,0,35199,5739962,6801726,0,1275,NA
"10585","MN","Minnesota",117440,"2718674",2021,"elk river","General Purpose",139255264,14336557,8985407,0,870444,0,0,0,2389088,86715167,94929154,60095617,25840,NA
"10586","MN","Minnesota",117473,"2718746",2021,"ellendale","General Purpose",0,0,0,0,0,0,0,0,0,2000135,1428641,0,672,NA
"10587","OK","Oklahoma",125579,"4010450",2021,"butler","General Purpose",0,0,0,0,0,0,0,0,0,336708,359535,0,207,NA
"10588","MN","Minnesota",81314,"2719142",2021,"ely","General Purpose",10033672,1802763,1387948,158789,0,0,0,0,0,13118837,18528681,0,3268,NA
"10589","MN","Minnesota",117185,"2719160",2021,"elysian","General Purpose",4625732,98137,111031,26168,0,0,0,0,10607,1520675,1665921,1909589,705,NA
"10590","MN","Minnesota",117012,"2719286",2021,"emily","General Purpose",0,0,0,0,0,0,0,0,23133,1209493,1457676,25427,845,NA
"10591","OK","Oklahoma",125753,"4010550",2021,"byars","General Purpose",0,0,0,0,0,0,0,0,0,156480,169625,0,192,NA
"10592","OK","Oklahoma",125909,"4010600",2021,"byng","General Purpose",0,0,0,0,0,0,0,0,0,4882564,4208244,0,1393,NA
"10593","OK","Oklahoma",125553,"4010700",2021,"cache","General Purpose",689623,121190,0,0,0,0,0,0,0,1831395,2539860,1422571,2947,NA
"10594","MN","Minnesota",117417,"2719934",2021,"eveleth","General Purpose",11189502,866324,1454041,0,2192909,0,0,0,0,9802133,11363936,0,3497,NA
"10595","OK","Oklahoma",125501,"4010800",2021,"caddo","General Purpose",689559,98970,0,0,0,0,0,0,0,1157729,1171807,361236,1017,NA
"10596","MN","Minnesota",117091,"2720078",2021,"excelsior","General Purpose",23269499,1126899,529536,0,0,0,0,0,75482,5802808,7044042,4899365,2360,NA
"10597","MN","Minnesota",117392,"2720222",2021,"fairfax","General Purpose",7892254,882116,352253,236322,0,0,0,0,42090,5388135,5442926,5711851,1250,NA
"10598","MN","Minnesota",44416,"2720330",2021,"fairmont","General Purpose",55918598,5357335,4040311,540575,705790,0,0,0,962728,38564770,45411283,0,10477,NA
"10599","MN","Minnesota",64933,"2720546",2021,"faribault","General Purpose",47930724,2072229,6572818,0,1816166,0,0,0,1856430,31409152,42281142,0,24454,NA
"10600","MN","Minnesota",117015,"2720618",2021,"farmington","General Purpose",23747207,6282289,4754347,0,1169857,0,0,0,1167530,29282626,38362958,29714679,23636,NA
"10601","MN","Minnesota",1035819,"2720906",2021,"fergus falls","General Purpose",30951230,3687101,4832281,1498792,719981,0,0,0,1780167,29181114,36071232,0,14120,NA
"10602","OK","Oklahoma",125502,"4010950",2021,"calera","General Purpose",4071922,0,0,0,0,0,0,0,0,3278373,4439819,0,2905,NA
"10603","MN","Minnesota",117345,"2721158",2021,"fisher","General Purpose",1344870,20784,51967,0,0,0,0,0,3119,540489,687293,1077050,421,NA
"10604","OK","Oklahoma",125523,"4011050",2021,"calumet","General Purpose",53639,53639,0,0,0,0,0,0,0,833429,764671,4450566,443,NA
"10605","MN","Minnesota",116916,"2721536",2021,"foley","General Purpose",5711310,169975,443025,402168,0,0,26283594,0,50155,2946170,3903176,8898163,2705,NA
"10606","MN","Minnesota",117515,"2721770",2021,"forest lake","General Purpose",55838893,5268870,3239053,1928353,2883895,0,0,0,814935,20960702,25245361,10782393,20613,NA
"10607","MN","Minnesota",117346,"2721986",2021,"fosston","General Purpose",8775455,2323154,576510,0,0,0,0,0,0,3782464,2590030,0,1432,NA
"10608","MN","Minnesota",116906,"2722472",2021,"frazee","General Purpose",3576229,79663,354107,218394,0,0,0,0,89048,2252988,3226014,1348967,1327,NA
"10609","OK","Oklahoma",125478,"4011550",2021,"caney","General Purpose",0,0,0,0,0,0,0,0,0,450959,416025,0,183,NA
"10610","MN","Minnesota",117454,"2722652",2021,"freeport","General Purpose",4953905,1424098,72598,0,0,0,0,0,12509,842637,1301489,0,675,NA
"10611","OK","Oklahoma",125491,"4011600",2021,"canton","General Purpose",358016,24825,0,0,0,0,0,0,0,1214439,1096517,1178408,467,NA
"10612","MN","Minnesota",81316,"2722814",2021,"fridley","General Purpose",79566680,5800620,7221459,0,1507451,0,0,0,1148400,42755366,47988968,22149225,29579,NA
