"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"182","OK","Oklahoma",44130,"4050050",2020,"muskogee","General Purpose",136977824,5970106,18284595,91554,6408297,0,0,0,5618078,57275834,66854955,98986465,36875,NA
"183","OK","Oklahoma",125781,"4045750",2020,"madill","General Purpose",1248464,150100,0,0,0,0,0,0,0,5545594,5629449,138564300,3905,NA
"184","LA","Louisiana",100348,"2204580",2020,"basile","General Purpose",1324725,53604,259408,0,0,0,0,0,6993,1549509,1797541,279098,1210,NA
"185","LA","Louisiana",75049,"2204615",2020,"baskin","General Purpose",27427,27427,0,0,0,0,0,0,0,436795,322902,759602,209,NA
"186","LA","Louisiana",100782,"2204685",2020,"bastrop","General Purpose",34221596,784278,8303209,0,15999705,0,0,0,153031,13973728,14146302,-24313051,9676,NA
"187","OK","Oklahoma",125509,"4047250",2020,"mead","General Purpose",0,0,0,0,0,0,0,0,0,186316,137738,0,226,NA
"188","LA","Louisiana",75371,"2215290",2020,"choudrant","General Purpose",637911,91026,0,0,0,0,0,0,0,1106722,921643,761449,988,NA
"189","LA","Louisiana",95145,"2215465",2020,"church point","General Purpose",627528,497257,0,0,0,0,0,0,0,3830523,4230941,1082800,4182,NA
"190","OK","Oklahoma",125638,"4047300",2020,"medford","General Purpose",0,0,0,0,0,0,0,0,0,3038879,3048200,0,912,NA
"191","LA","Louisiana",100349,"2215780",2020,"clarks","General Purpose",58425,14474,0,0,0,0,0,0,0,402772,313098,78075,1051,NA
"192","LA","Louisiana",95146,"2215850",2020,"clayton","General Purpose",413041,178235,0,0,0,0,0,0,0,596514,383647,-63955,584,NA
"193","LA","Louisiana",224357,"2224565",2020,"eunice","General Purpose",11039345,1142226,9179089,0,0,0,0,0,174620,12930804,12320636,0,9426,NA
"194","OK","Oklahoma",125561,"4047350",2020,"medicine park","General Purpose",0,0,0,0,0,0,0,0,0,1112559,1310923,0,409,NA
"195","LA","Louisiana",95148,"2216375",2020,"colfax","General Purpose",789687,190973,415395,0,0,0,0,0,26960,1816079,1524250,-254607,1434,NA
"196","LA","Louisiana",95149,"2216830",2020,"columbia","General Purpose",843841,120607,122069,0,0,0,0,0,6736,836945,877282,1428452,279,NA
"197","OK","Oklahoma",125735,"4047450",2020,"meeker","General Purpose",217865,43545,0,0,0,0,0,0,0,1311418,1406222,536710,1002,NA
"198","LA","Louisiana",77183,"2229745",2020,"goldonna","General Purpose",67487,2793,0,0,0,0,0,0,0,198973,193836,11999,427,NA
"199","LA","Louisiana",75464,"2217215",2020,"converse","General Purpose",318532,305536,0,0,0,0,0,0,0,422299,296713,301273,377,NA
"200","OK","Oklahoma",125778,"4047750",2020,"meno","General Purpose",6068,6068,0,0,0,0,0,0,0,162767,184024,0,197,NA
"201","LA","Louisiana",100350,"2217880",2020,"cottonport","General Purpose",959279,197843,215971,0,0,0,0,0,0,1526410,1841691,144728,2024,NA
"202","LA","Louisiana",75467,"2218295",2020,"creola","General Purpose",43689,14678,0,0,0,0,0,0,0,346496,388547,0,241,NA
"203","OK","Oklahoma",125871,"4048000",2020,"miami","General Purpose",46262178,4648081,7585534,25191,2769891,0,0,0,705064,32451638,36702917,0,12978,NA
"204","LA","Louisiana",33788,"2218650",2020,"crowley","General Purpose",21576700,1357160,11847783,0,1380726,0,0,0,0,15053737,15376486,-9681622,11705,NA
"205","OK","Oklahoma",149568,"4048350",2020,"midwest city","General Purpose",243362511,14443589,26774282,131036,26200223,0,0,0,7411104,104606719,108558011,0,58406,NA
"206","LA","Louisiana",65694,"2220155",2020,"delcambre","General Purpose",2631498,548709,0,0,0,0,0,0,10323,2001535,2601025,786290,1795,NA
"207","LA","Louisiana",75508,"2220190",2020,"delhi","General Purpose",14580141,532600,918025,0,0,0,0,0,63338,5159670,6102044,1245612,2630,NA
"208","OK","Oklahoma",125686,"4048400",2020,"milburn","General Purpose",0,0,0,0,0,0,0,0,0,131309,136732,0,250,NA
"209","LA","Louisiana",75509,"2220330",2020,"delta","General Purpose",326436,43417,0,0,0,0,0,0,0,508244,455933,50509,229,NA
"210","LA","Louisiana",42641,"2220435",2020,"denham springs","General Purpose",66378414,3592729,11973904,0,0,0,0,0,1128976,23411008,28162472,-701557,9337,NA
"211","LA","Louisiana",90356,"2220575",2020,"dequincy","General Purpose",6888312,1916141,2433742,0,0,0,0,0,127820,6348447,6328757,2814098,3137,NA
"212","OK","Oklahoma",125687,"4048500",2020,"mill creek","General Purpose",37197,13473,0,0,0,0,0,0,0,423363,409741,32389683,291,NA
"213","LA","Louisiana",75481,"2220610",2020,"deridder","General Purpose",25514162,1072087,8308601,0,14918591,0,0,0,803385,15245284,15421643,-23201708,9853,NA
"214","OK","Oklahoma",125768,"4048600",2020,"millerton","General Purpose",45860,6500,0,0,0,0,0,0,0,142740,132004,85791,214,NA
"215","LA","Louisiana",75565,"2221135",2020,"dixie inn","General Purpose",267431,60467,193213,0,0,0,0,0,13751,852853,973196,557790,293,NA
"216","OK","Oklahoma",125624,"4048750",2020,"minco","General Purpose",61627,61627,0,0,0,0,0,0,9518,1591917,1993687,0,1501,NA
"217","LA","Louisiana",75566,"2221170",2020,"dodson","General Purpose",24893,24893,0,0,0,0,0,0,0,578009,547757,0,296,NA
"218","OK","Oklahoma",45506,"4049200",2020,"moore","General Purpose",187332109,11225992,25754408,168386,40585507,0,0,0,6527289,79404929,100014394,0,62806,NA
"219","LA","Louisiana",33789,"2221240",2020,"donaldsonville","General Purpose",13775615,1113242,2018050,0,570606,0,0,0,50704,8032183,8684391,-1013454,6686,NA
"220","LA","Louisiana",100958,"2221450",2020,"downsville","General Purpose",153779,52440,0,0,0,0,0,0,0,197714,121581,-24314,119,NA
"221","OK","Oklahoma",126012,"4049250",2020,"mooreland","General Purpose",1156336,233066,199756,0,0,0,0,0,0,2928600,2828463,1292006,1176,NA
"222","LA","Louisiana",75568,"2221590",2020,"doyline","General Purpose",5213,5213,0,0,0,0,0,0,0,307392,240639,0,673,NA
"223","LA","Louisiana",75569,"2221765",2020,"dry prong","General Purpose",171292,51035,0,0,0,0,0,0,0,507307,360587,0,453,NA
"224","OK","Oklahoma",125850,"4049400",2020,"morris","General Purpose",50421,50421,0,0,0,0,0,0,7577,1317562,1257949,0,1306,NA
"225","LA","Louisiana",75570,"2221800",2020,"dubach","General Purpose",79052,79052,0,0,0,0,0,0,0,736656,606136,0,910,NA
"226","OK","Oklahoma",125813,"4049450",2020,"morrison","General Purpose",1144727,1026,0,0,0,0,0,0,0,702819,689192,0,724,NA
"227","LA","Louisiana",116251,"2222255",2020,"duson","General Purpose",4765847,200027,1010156,0,0,0,0,0,20024,3141876,3140164,0,1326,NA
"228","OK","Oklahoma",125574,"4049550",2020,"mounds","General Purpose",26608,26608,0,0,0,0,0,0,0,604950,779559,1607680,936,NA
"229","LA","Louisiana",75660,"2222465",2020,"east hodge","General Purpose",10174,10174,0,0,0,0,0,0,0,116808,62071,0,205,NA
"230","LA","Louisiana",75661,"2222850",2020,"edgefield","General Purpose",14956,2463,0,0,0,0,0,0,0,115321,131076,0,202,NA
"231","LA","Louisiana",102648,"2223235",2020,"elizabeth","General Purpose",691352,99892,0,0,0,0,0,0,0,2088018,2151782,0,413,NA
"232","OK","Oklahoma",125644,"4046050",2020,"mangum","General Purpose",1606098,184026,645905,3362,0,0,0,0,0,4970983,5560465,3252263,2765,NA
"233","LA","Louisiana",95142,"2206925",2020,"benton","General Purpose",1723111,375766,1313213,0,0,0,0,0,34132,4195696,5315014,0,2050,NA
"234","OK","Oklahoma",98470,"4046200",2020,"mannford","General Purpose",1664292,193200,0,0,0,0,0,0,0,7446780,8415909,4582648,3272,NA
"235","LA","Louisiana",75089,"2207100",2020,"berwick","General Purpose",5525458,630327,4308718,0,496242,0,0,0,90171,6170048,8022121,-1607757,4768,NA
"236","LA","Louisiana",75090,"2207205",2020,"bienville","General Purpose",8983,8983,0,0,0,0,0,0,0,114795,120699,473916,191,NA
"237","LA","Louisiana",95143,"2207730",2020,"blanchard","General Purpose",16635605,916602,552257,0,0,0,0,0,26333,5101866,5482659,0,3533,NA
"238","OK","Oklahoma",125751,"4046500",2020,"marietta","General Purpose",371808,0,0,0,0,0,0,0,0,1978311,2299370,980934,2831,NA
"239","LA","Louisiana",33814,"2208150",2020,"bogalusa","General Purpose",30971845,2305032,23704867,0,402232,0,0,0,1119980,16375265,22296639,-23359702,10654,NA
"240","OK","Oklahoma",125956,"4046600",2020,"marlow","General Purpose",3338792,327555,0,0,0,0,0,0,0,8212782,8276949,5011680,4390,NA
"241","LA","Louisiana",100909,"2208535",2020,"bonita","General Purpose",103044,103044,0,0,0,0,0,0,0,465310,332932,-51474,171,NA
"242","LA","Louisiana",33790,"2208920",2020,"bossier city","General Purpose",567723650,12447326,77558234,7847712,4867661,0,0,0,2211677,132325969,157676319,37659935,62719,NA
"243","OK","Oklahoma",125744,"4046650",2020,"marshall","General Purpose",12061,378,0,0,0,0,0,0,0,167942,122279,0,209,NA
"244","LA","Louisiana",75158,"2209165",2020,"boyce","General Purpose",1294464,398933,457683,0,0,0,0,0,34163,2405882,2161395,-325176,892,NA
"245","LA","Louisiana",64892,"2209340",2020,"breaux bridge","General Purpose",10702243,997856,1601599,0,0,0,0,0,0,10383379,10608893,260590,7514,NA
"246","OK","Oklahoma",125706,"4049600",2020,"mountain park","General Purpose",0,0,0,0,0,0,0,0,0,275120,276288,0,319,NA
"247","OK","Oklahoma",125949,"4049850",2020,"muldrow","General Purpose",3556413,90570,458257,0,0,0,0,0,0,2956717,3347799,1998679,3267,NA
"248","LA","Louisiana",116250,"2223620",2020,"elton","General Purpose",135138,96931,0,0,0,0,0,0,0,1449958,1277694,0,991,NA
"249","OK","Oklahoma",125746,"4049900",2020,"mulhall","General Purpose",11955,11955,0,0,0,0,0,0,0,342930,304020,0,215,NA
"250","AR","Arkansas",96147,"0531190",2020,"helena-west helena","General Purpose",801501,801501,6622853,0,0,0,0,0,139685,17242965,18652486,0,9590,NA
"251","LA","Louisiana",75672,"2224180",2020,"erath","General Purpose",3935556,262206,0,0,0,0,0,0,0,3338988,3259988,0,2029,NA
"252","AR","Arkansas",31658,"0533400",2020,"hot springs","General Purpose",358772451,11350934,82659034,0,6241012,0,0,0,5022281,96559100,103810282,-39007593,37934,NA
"253","AR","Arkansas",48260,"0533190",2020,"hope","General Purpose",22952301,604662,5883395,0,0,0,0,0,353795,10160637,10080748,0,8940,NA
"254","LA","Louisiana",75163,"2210075",2020,"broussard","General Purpose",50028360,2965824,382865,0,0,0,0,0,577123,23301132,22730693,39460,13434,NA
"255","OK","Oklahoma",125615,"4047150",2020,"maysville","General Purpose",57886,40064,0,0,0,0,0,0,0,1403970,1376215,0,1084,NA
"256","LA","Louisiana",75164,"2210600",2020,"brusly","General Purpose",3085093,239898,1830455,0,390817,0,0,0,25765,3350892,3145058,1758160,2575,NA
"257","LA","Louisiana",75165,"2210705",2020,"bryceland","General Purpose",1998,1998,0,0,0,0,0,0,0,85180,37305,44838,88,NA
"258","OK","Oklahoma",65451,"4044800",2020,"mcalester","General Purpose",66451137,2367257,11589878,47463,0,0,0,0,2428935,35879718,35936976,0,18170,NA
"259","LA","Louisiana",95144,"2210950",2020,"bunkie","General Purpose",12163971,540697,1899864,0,986282,0,0,0,0,4666940,3825158,-1964233,3347,NA
"260","LA","Louisiana",75283,"2211930",2020,"calvin","General Purpose",109431,2561,0,0,0,0,0,0,0,187755,188092,0,244,NA
"261","CO","Colorado",1036062,"0819080",2020,"dacono","General Purpose",4769789,1977737,148622,NA,NA,NA,61936316,19836660,195615,9984110,9984110,15577235,6299,NA
"262","AR","Arkansas",101797,"0550000",2020,"norfork","General Purpose",0,0,0,0,0,0,0,0,0,350643,391743,0,465,NA
"263","LA","Louisiana",95150,"2224775",2020,"evergreen","General Purpose",100301,59194,0,0,0,0,0,0,0,1063288,915493,0,213,NA
"264","GA","Georgia",58744,"1346552",2020,"lincolnton","General Purpose",6446860,157136,198815,0,0,0,0,0,0,2547101,3049739,224549,1482,NA
"265","GA","Georgia",96491,"1347196",2020,"loganville","General Purpose",34627658,5504875,4296295,0,1780329,0,0,0,480750,21686590,25924312,22145445,14124,NA
"266","OK","Oklahoma",98471,"4050100",2020,"mustang","General Purpose",46380667,2843703,6252962,31700,925695,0,0,0,421722,23820735,28903620,0,19887,NA
"267","AR","Arkansas",99277,"0533370",2020,"horseshoe bend","General Purpose",1012993,208826,0,0,0,0,0,0,0,1688470,1757232,0,2432,NA
"268","LA","Louisiana",100237,"2225440",2020,"ferriday","General Purpose",3919024,227869,572584,0,0,0,0,0,16064,4273399,4178843,-38319,3184,NA
"269","OK","Oklahoma",125639,"4050300",2020,"nash","General Purpose",617133,12513,0,0,0,0,0,0,0,231448,355751,0,191,NA
"270","AR","Arkansas",45458,"0535710",2020,"jonesboro","General Purpose",3810835,3810835,27567102,0,0,0,0,0,5144253,69537240,80944574,0,78575,45497
"271","LA","Louisiana",75727,"2225335",2020,"fenton","General Purpose",55060,34261,0,0,0,0,0,0,20799,1392758,1309883,1984795,226,NA
"272","LA","Louisiana",77179,"2225615",2020,"fisher","General Purpose",11486,1400,0,0,0,0,0,0,0,211715,150915,43851,193,NA
"273","OK","Oklahoma",125759,"4051150",2020,"newcastle","General Purpose",4809188,4163,0,0,0,0,0,0,0,11792750,15573114,0,10989,NA
"274","LA","Louisiana",33812,"2225160",2020,"farmerville","General Purpose",9096525,950569,2699882,0,500548,0,0,0,0,6454756,7107213,0,3367,NA
"275","AR","Arkansas",96163,"0533970",2020,"huntsville","General Purpose",131470,131470,1303630,0,0,0,0,0,0,2968491,3341114,0,2881,NA
"276","LA","Louisiana",75742,"2225860",2020,"florien","General Purpose",189796,55031,98837,0,0,0,0,0,0,936055,1280752,247675,554,NA
"277","AR","Arkansas",1266888,"0534750",2020,"jacksonville","General Purpose",37986191,1834411,19566243,659012,1706619,0,0,0,703160,28233600,30452481,0,29483,NA
"278","AR","Arkansas",96182,"0538890",2020,"lavaca","General Purpose",1357293,83954,596516,0,0,0,0,0,0,1769496,2142077,0,2453,NA
"279","AR","Arkansas",96169,"0535140",2020,"jericho","General Purpose",0,0,0,0,0,0,0,0,0,213865,118974,0,99,NA
"280","OK","Oklahoma",125999,"4051250",2020,"new cordell","General Purpose",1455508,0,393542,0,0,0,0,0,0,5064043,5731002,2648505,2772,NA
"281","LA","Louisiana",75743,"2226140",2020,"folsom","General Purpose",3015257,112171,631095,0,0,0,0,0,17231,1404969,1923182,2183343,767,NA
"282","AR","Arkansas",110984,"0539370",2020,"lepanto","General Purpose",42648,42648,711042,0,0,0,0,0,11304,1194386,1386209,0,1735,NA
"283","LA","Louisiana",75745,"2226350",2020,"forest","General Purpose",832758,49423,0,0,0,0,0,0,0,263851,258457,253345,300,NA
"284","AR","Arkansas",96189,"0539970",2020,"lincoln","General Purpose",517744,517744,1639341,0,0,0,0,0,0,3088703,3347071,0,2291,NA
"285","CO","Colorado",32000,"0848445",2020,"manitou springs","General Purpose",10709303,1085442,3630973,NA,364363,NA,51475130,15921143,NA,12275438,17704973,8662381,4863,NA
"286","OK","Oklahoma",125844,"4051850",2020,"nicoma park","General Purpose",3953643,432900,0,0,0,0,0,0,0,1548329,1677399,936806,2311,NA
"287","LA","Louisiana",77180,"2228660",2020,"georgetown","General Purpose",322639,75477,0,0,0,0,0,0,0,822996,821994,0,276,NA
"288","FL","Florida",1266989,"1251650",2020,"opa-locka","General Purpose",49025199,12288550,12751840,NA,303371,NA,85422331,25433950,3945640,28764004,37990605,-14631950,16469,NA
"289","OK","Oklahoma",125633,"4052100",2020,"ninnekah","General Purpose",379907,0,0,0,0,0,0,0,0,591750,753635,42360378,782,NA
"290","OK","Oklahoma",125836,"4051800",2020,"nichols hills","General Purpose",39136318,1342261,3778107,652280,718031,0,0,0,515639,15612967,16803825,4965393,3864,NA
"291","LA","Louisiana",95151,"2228835",2020,"gibsland","General Purpose",302618,68569,0,0,0,0,0,0,0,528475,509213,0,771,NA
"292","LA","Louisiana",75756,"2227155",2020,"franklin","General Purpose",11413894,942225,4909131,0,0,0,0,0,0,9750007,9418044,-2063524,6715,NA
"293","CO","Colorado",103848,"0867280",2020,"salida","General Purpose",16274861,1064390,1234184,NA,NA,NA,73898197,16128727,NA,17514160,17997097,12722201,5661,NA
"294","AR","Arkansas",43357,"0541000",2020,"little rock","General Purpose",466946359,37505897,239668156,0,14379270,0,0,0,34133594,336455421,327313633,-173592979,202562,53565
"295","OK","Oklahoma",125545,"4052150",2020,"noble","General Purpose",2524542,190126,0,0,0,0,0,0,0,5640518,6297647,2129548,6985,NA
"296","OK","Oklahoma",125695,"4051300",2020,"newkirk","General Purpose",2432669,107669,0,0,0,0,0,0,0,4810478,4479799,1045426,2172,NA
"297","LA","Louisiana",75790,"2228940",2020,"gilbert","General Purpose",51716,51716,0,0,0,0,0,0,0,642326,586480,304473,450,NA
"298","AR","Arkansas",96217,"0546580",2020,"monticello","General Purpose",222544,222544,4846980,0,0,0,0,0,82368,7801191,8983485,0,8441,NA
"299","AR","Arkansas",96193,"0541420",2020,"lonoke","General Purpose",668434,668434,941679,0,0,0,0,0,79779,11018724,7060956,0,4269,NA
"300","LA","Louisiana",75747,"2226420",2020,"forest hill","General Purpose",331960,133227,0,0,0,0,0,0,9152,1464570,1339795,762772,607,NA
"301","AR","Arkansas",203830,"0552580",2020,"osceola","General Purpose",8759799,2282485,0,0,0,0,0,0,388448,22167078,24499619,4953927,6974,NA
"302","LA","Louisiana",75808,"2230550",2020,"gramercy","General Purpose",5740779,269492,2353550,0,1920648,0,0,0,39648,4137273,3832441,557404,2928,NA
"303","OK","Oklahoma",41018,"4052500",2020,"norman","General Purpose",323602298,22565617,40296319,241484,8762331,0,0,0,10334412,183268874,198075497,29829705,127991,57786
"304","AR","Arkansas",96196,"0541720",2020,"lowell","General Purpose",229614,229614,6494333,0,0,0,0,0,0,14061824,17208246,0,9844,NA
"305","AR","Arkansas",110938,"0543460",2020,"magnolia","General Purpose",98017,98017,5368778,0,0,0,0,0,108781,11533305,12362839,0,11162,NA
"306","GA","Georgia",92030,"1323536",2020,"doraville","General Purpose",7096570,733849,3670550,NA,1764558,NA,26541207,9561740,606068,16369600,17966488,-221402,10624,NA
"307","AR","Arkansas",110955,"0543610",2020,"malvern","General Purpose",132441,132441,5004110,0,0,0,0,0,565823,7648288,15514165,0,10858,NA
"308","AR","Arkansas",96238,"0552970",2020,"ozark","General Purpose",235615,235615,949748,0,0,0,0,0,111740,4749399,4777952,0,3541,NA
"309","LA","Louisiana",75809,"2230690",2020,"grand cane","General Purpose",33755,33755,0,0,0,0,0,0,0,239705,239319,688740,219,NA
"310","AR","Arkansas",96241,"0553480",2020,"paris","General Purpose",286752,88194,0,0,0,0,0,0,0,6792705,6544788,0,3186,NA
"311","AR","Arkansas",101804,"0553900",2020,"patmos","General Purpose",0,0,0,0,0,0,0,0,0,47650,48033,0,56,NA
"312","AR","Arkansas",96200,"0544180",2020,"marion","General Purpose",1212469,1212469,0,0,0,0,0,0,0,12743180,12354332,0,13772,NA
"313","LA","Louisiana",45986,"2227190",2020,"franklinton","General Purpose",11430937,502847,3292440,0,794675,0,0,0,396771,6561415,7040988,0,3642,NA
"314","AR","Arkansas",101805,"0554200",2020,"pea ridge","General Purpose",177334,177334,1579423,0,0,0,0,0,0,4269269,5035804,0,6588,NA
"315","AR","Arkansas",96201,"0544210",2020,"marked tree","General Purpose",57134,57134,1278423,0,0,0,0,0,25042,2140408,2332438,0,2279,NA
"316","LA","Louisiana",75810,"2230760",2020,"grand coteau","General Purpose",511611,178873,0,0,0,0,0,0,59507,1806299,2166735,1920904,775,NA
"317","AR","Arkansas",96220,"0546970",2020,"morrilton","General Purpose",590487,590487,4374413,0,0,0,0,0,0,10861138,9189284,0,6987,NA
"318","AR","Arkansas",96223,"0547540",2020,"mountain view","General Purpose",114056,114056,1480132,0,0,0,0,0,0,10846956,17237052,0,2869,NA
"319","LA","Louisiana",75793,"2229220",2020,"glenmora","General Purpose",2400266,249073,201787,0,0,0,0,0,0,2033148,1821460,124031,1089,NA
"320","OK","Oklahoma",125875,"4052700",2020,"north miami","General Purpose",70523,0,0,0,0,0,0,0,0,225393,224376,8227495,289,NA
"321","AR","Arkansas",96227,"0548560",2020,"nashville","General Purpose",722331,0,2984091,0,0,0,0,0,207150,7725426,9214886,0,4156,NA
"322","LA","Louisiana",75811,"2230830",2020,"grand isle","General Purpose",7211863,169421,0,0,0,0,0,0,0,6900604,5347474,4596441,1006,NA
"323","AR","Arkansas",31659,"0555310",2020,"pine bluff","General Purpose",3833037,3833037,18867198,0,0,0,0,0,4222331,67068112,65877227,0,41257,NA
"324","NY","New York",36050,"3673000",2020,"syracuse","General Purpose",1774033514,79798135,190044852,29560359,748954550,0,0,0,15404574,730589004,802986886,0,148608,40076
"325","AR","Arkansas",49077,"0549580",2020,"newport","General Purpose",228727,228727,3116398,0,0,0,0,0,398627,7684638,8706672,0,8010,NA
"326","GA","Georgia",1036258,"1341988",2020,"jefferson","General Purpose",40443115,1784064,2689862,0,9414004,0,0,0,367373,17971497,23875197,9832567,13240,NA
"327","AR","Arkansas",196353,"0556540",2020,"pocahontas","General Purpose",7462,7462,0,0,0,0,0,0,0,867745,867745,0,7390,NA
"328","AR","Arkansas",96268,"0562240",2020,"salesville","General Purpose",0,0,0,0,0,0,0,0,0,210956,256543,0,472,NA
"329","LA","Louisiana",100800,"2232055",2020,"gueydan","General Purpose",210470,210470,0,0,0,0,0,0,0,3084772,2197057,823865,1165,NA
"330","OK","Oklahoma",125700,"4054050",2020,"okarche","General Purpose",213998,160184,53814,0,0,0,0,0,0,1980956,2023260,4030674,1142,NA
