"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"709","NY","Highland Falls-Fort Montgomery Central School District","36324","3614430","NY",1068,1001,1057,"school district"
"710","AL","Scottsboro City Board of Education","30348","0102940","AL",2463,2442,2501,"school district"
"711","NY","Kings Park Central School District","36426","3616260","NY",2928,2838,2803,"school district"
"712","AL","Walker County Board of Education","30391","0103450","AL",7492,7176,7201,"school district"
"713","AL","Fayette County Board of Education","30339","0101470","AL",2230,2178,2157,"school district"
"714","AL","Attalla City Board of Education","30337","0100180","AL",1490,1470,1523,"school district"
"715","AL","Linden City Board of Education","30366","0102130","AL",486,502,446,"school district"
"716","AL","Cullman City Board of Education","30328","0100990","AL",3157,3170,3224,"school district"
"717","AL","Piedmont City Board of Education","30313","0102760","AL",1116,1155,1131,"school district"
"718","AL","Colbert County Board of Education","30321","0100840","AL",2720,2618,2658,"school district"
"719","WI","Freedom Area School District","47605","5504920","WI",1577,1572,1571,"school district"
"720","AL","Tallassee City Board of Education","30334","0103240","AL",1678,1680,1613,"school district"
"721","AL","Ozark City Board of Education","30330","0102640","AL",2089,2007,2104,"school district"
"722","AL","Huntsville City Board of Education","30363","0101800","AL",23882,23514,23939,"school district"
"723","CA","Laton Joint Unified School District","146295","0621150","CA",661,633,625,"school district"
"724","CA","Kirkwood Elementary School District","146262","0619860","CA",99,100,99,"school district"
"725","CA","Le Grand Union High School District","146300","0621270","CA",527,514,548,"school district"
"726","CA","Livingston Union School District","31282","0622170","CA",2494,2474,2490,"school district"
"727","NC","Whiteville City Schools Board of Education","196970","3704920","NC",2257,2109,2103,"school district"
"728","CA","El Monte City School District","31210","0612090","CA",7921,7589,7261,"school district"
"729","AK","Yukon Flats School District","30413","0200775","AK",211,206,213,"school district"
"730","AL","Henry County Board of Education","30344","0101740","AL",2528,2472,2488,"school district"
"731","CA","Le Grand Union Elementary School District","146299","0621240","CA",351,361,345,"school district"
"732","CA","Leggett Valley Unified School District","146301","0609665","CA",131,134,124,"school district"
"733","AL","Russellville City Board of Education","30341","0102910","AL",2541,2507,2547,"school district"
"734","AL","Hartselle City Board of Education","30374","0101730","AL",3519,3546,3625,"school district"
"735","CA","Santee School District","31419","0635880","CA",6792,6482,6309,"school district"
"736","NE","Boone Central School District No. 1","196979","3102820","NE",628,646,641,"school district"
"737","AL","Demopolis City Board of Education","30365","0101200","AL",2236,2132,2106,"school district"
"738","AL","Winston County Board of Education","44363","0103580","AL",2292,2272,2317,"school district"
"739","AL","Lanett City Board of Education","30315","0101980","AL",953,966,970,"school district"
"740","CA","Moreland School District","146398","0625770","CA",4683,4364,4043,"school district"
"741","CA","Penn Valley Union Elementary School District","67696","0601427","CA",580,564,564,"school district"
"742","AL","Chilton County Board of Education","43262","0100660","AL",7831,7705,7723,"school district"
"743","CA","Morongo Unified School District","146401","0625860","CA",8481,8005,7580,"school district"
"744","CA","Redding Elementary School District","146542","0632040","CA",3165,2950,2986,"school district"
"745","AL","Brewton City Board of Education","30335","0100450","AL",1163,1192,1212,"school district"
"746","CA","Alpine County Unified School District","67003","0602070","CA",70,73,61,"school district"
"747","AL","Cleburne County Board of Education","30319","0100780","AL",2539,2510,2517,"school district"
"748","AL","Calhoun County Board of Education","43147","0100540","AL",8495,8104,8118,"school district"
"749","AL","Coffee County Board of Education","30320","0100810","AL",2467,2541,2782,"school district"
"750","CA","Chowchilla Elementary School District","146019","0608520","CA",2250,2193,2178,"school district"
"751","CA","Alta-Dutch Flat Union Elementary School District","145885","0602250","CA",100,82,90,"school district"
"752","CA","Antelope Elementary School District","145895","0602760","CA",854,817,857,"school district"
"753","CA","Antioch Unified School District","145897","0602850","CA",16293,15652,15198,"school district"
"754","CA","Charter Oak Unified School District","146013","0608190","CA",4540,4522,4260,"school district"
"755","CA","Chawanakee Unified School District","146015","0600116","CA",1423,1531,1537,"school district"
"756","CA","Chico Unified School District","146017","0608370","CA",12362,11911,11996,"school district"
"757","CA","Carmel Unified School District","145996","0607530","CA",2483,2335,2264,"school district"
"758","CA","Alhambra Unified School District","145877","0600153","CA",16278,15747,15262,"school district"
"759","CA","Castle Rock Union Elementary School District","146001","0607770","CA",66,55,50,"school district"
"760","CA","Cayucos Elementary School District","146003","0607840","CA",184,162,174,"school district"
"761","CA","Arcata Elementary School District","145900","0603000","CA",532,484,468,"school district"
"762","CA","Carlsbad Unified School District","145994","0607500","CA",11481,10863,11027,"school district"
"763","CA","Chowchilla Union High School District","146020","0608550","CA",1103,1098,1138,"school district"
"764","CA","Southern Kern Unified School District","146673","0637620","CA",3522,3366,3481,"school district"
"765","CA","Apple Valley Unified School District","145898","0600017","CA",13303,12892,13306,"school district"
"766","CA","Anderson Union High School District","145893","0602700","CA",1668,1619,1643,"school district"
"767","CA","Armona Union Elementary School District","145903","0603180","CA",1110,1134,1107,"school district"
"768","NY","Port Chester-Rye Union Free School District","40664","3623460","NY",4849,4692,4600,"school district"
"769","NY","Averill Park Central School District","36357","3600016","NY",2704,2655,2670,"school district"
"770","NY","Sewanhaka Central High School District","36252","3626520","NY",8243,8067,7904,"school district"
"771","CA","San Diego Unified School District","146593","0634320","CA",102270,97968,95233,"school district"
"772","AK","Denali Borough School District","223681","0200770","AK",993,1206,1035,"school district"
"773","CA","Edison Elementary School District","146098","0611940","CA",1060,1012,1036,"school district"
"774","CA","El Dorado Union High School District","146101","0691006","CA",890,826,756,"school district"
"775","NC","Asheville City Schools","36507","3700270","NC",4443,4300,4218,"school district"
"776","CA","Big Creek Elementary School District","145936","0604860","CA",47,51,34,"school district"
"777","AK","Pribilof School District","30401","0200670","AK",65,65,61,"school district"
"778","NY","Cleveland Hill Union Free School District","36174","3607680","NY",1332,1345,1354,"school district"
"779","NY","Phelps-Clifton Springs Central School District","36316","3622890","NY",1581,1535,1505,"school district"
"780","AK","Alaska Gateway School District","30400","0200050","AK",409,407,403,"school district"
"781","NY","South Orangetown Central School District","36362","3627450","NY",3011,2877,2857,"school district"
"782","AK","Kake City School District","40239","0200360","AK",103,99,103,"school district"
"783","NY","Wyandanch Union Free School District","51024","3631800","NY",2893,2787,2788,"school district"
"784","AK","Kenai Peninsula Borough School District","31578","0200390","AK",8774,7962,8423,"school district"
"785","AK","Hoonah City School District","31606","0200300","AK",127,135,123,"school district"
"786","OH","Fairport Harbor Exempted Village School District","83084","3904536","OH",674,610,612,"school district"
"787","OH","Indian Valley Local School District","37285","3905028","OH",1746,1774,1708,"school district"
"788","AK","Hydaburg City School District","65139","0200330","AK",112,164,130,"school district"
"789","OH","Lisbon Exempted Village School District","37038","3904545","OH",848,782,778,"school district"
"790","AL","Roanoke City Board of Education","48644","0102850","AL",1501,1477,1454,"school district"
"791","AR","Concord School District No. 3","98661","0504560","AR",433,409,379,"school district"
"792","OH","North Olmsted City School District","37059","3904452","OH",3759,3616,3716,"school district"
"793","CA","Eastern Sierra Unified School District","146096","0611870","CA",433,400,395,"school district"
"794","OH","Crestline Exempted Village School District","37047","3910008","OH",590,584,597,"school district"
"795","AL","Baldwin County Board of Education","30308","0100270","AL",30602,30210,31812,"school district"
"796","NY","Jordan-Elbridge Central School District","36305","3615990","NY",1286,1218,1267,"school district"
"797","AL","Tallapoosa County Board of Education","30387","0103210","AL",2865,2767,2808,"school district"
"798","NY","Scarsdale Union Free School District","36474","3625950","NY",4791,4657,4642,"school district"
"799","CA","El Rancho Unified School District","146104","0612180","CA",8228,7985,7613,"school district"
"800","NY","Warwick Valley Central School District","36331","3629970","NY",3657,3672,3743,"school district"
"801","NY","Wappingers Central School District","36167","3629880","NY",10836,10436,10427,"school district"
"802","NY","Watkins Glen Central School District","36385","3630240","NY",1050,950,947,"school district"
"803","AR","Nevada School District No. 1","98758","0500030","AR",394,392,374,"school district"
"804","OH","Brecksville-Broadview Heights City School District","37051","3904364","OH",3781,3640,3612,"school district"
"805","AR","Mammoth Spring School District No. 2","98737","0509270","AR",520,505,524,"school district"
"806","OH","Fairbanks Local School District","83070","3905032","OH",1101,1086,1093,"school district"
"807","OH","Istem Geauga Early College High School","83403","3901575","OH",196,197,174,"school district"
"808","OH","Cuyahoga Falls City School District","37267","3904383","OH",4476,4148,4149,"school district"
"809","CA","Gridley Unified School District","146188","0600051","CA",2087,2080,2029,"school district"
"810","CA","El Nido Elementary School District","146103","0612150","CA",158,157,153,"school district"
"811","CA","Needles Unified School District","146423","0626760","CA",998,967,912,"school district"
"812","CA","Nevada Joint Union High School District","146426","0626880","CA",2605,2492,2492,"school district"
"813","CA","South Monterey County Joint Union High School District","43112","0619650","CA",2581,2659,2748,"school district"
"814","CA","Lost Hills Union Elementary School District","67524","0622950","CA",287,288,263,"school district"
"815","TN","Lake County Schools","107079","4702280","TN",747,771,762,"school district"
"816","AR","Carlisle School District No. 3","98654","0503960","AR",706,675,658,"school district"
"817","CA","Fruitvale Elementary School District","67308","0614700","CA",3232,3055,3063,"school district"
"818","IL","Ogle County Educational Cooperative","43637","1700081","IL",38,NA,0,"school district"
"819","CA","Golden Plains Unified School District","146174","0691134","CA",1611,1520,1424,"school district"
"820","OH","Cardington-Lincoln Local School District","37198","3904879","OH",1052,1024,1010,"school district"
"821","PA","Meyersdale Area School District","38138","4215150","PA",799,783,767,"school district"
"822","AR","Lead Hill School District No. 4","98731","0503420","AR",361,386,399,"school district"
"823","OH","Amherst Exempted Village School District","37150","3904519","OH",3534,3500,3591,"school district"
"824","AR","Woodlawn School District No. 6","98814","0514400","AR",555,547,559,"school district"
"825","PA","Shenandoah Valley School District","38128","4221490","PA",1079,1001,1086,"school district"
"826","PA","Somerset Area School District","38139","4221840","PA",2037,1992,2018,"school district"
"827","CA","Big Valley Joint Unified School District","145942","0605010","CA",111,117,121,"school district"
"828","PA","Upper Darby School District","37972","4224320","PA",12714,12420,12385,"school district"
"829","AR","Spring Hill School District No. 10","98794","0512630","AR",589,568,580,"school district"
"830","TX","China Spring Independent School District","54158","4813960","TX",2929,2870,2958,"school district"
"831","AR","Maynard School District No. 15","98744","0509570","AR",546,540,581,"school district"
"832","PA","Wilkinsburg Borough School District","37849","4226370","PA",515,483,506,"school district"
"833","AR","Nemo Vista School District No. 8","98757","0510410","AR",515,500,533,"school district"
"834","TX","Colorado Independent School District","39102","4814640","TX",960,901,896,"school district"
"835","AR","Mount Ida School District No. 20","98750","0509990","AR",447,447,418,"school district"
"836","TX","Columbia-Brazoria Independent School District","38839","4814670","TX",3000,2873,2919,"school district"
"837","AR","Ouachita School District No. 1","98762","0510980","AR",549,500,507,"school district"
"838","TN","Bradford Special School District","106606","4701390","TN",607,620,637,"school district"
"839","AR","Poyen School District No. 1","98775","0511730","AR",602,540,515,"school district"
"840","AR","Omaha School District No. 6","98760","0510920","AR",435,396,411,"school district"
"841","CA","Guerneville Elementary School District","146191","0616320","CA",280,244,224,"school district"
"842","CA","Bogus Elementary School District","145951","0605490","CA",19,20,15,"school district"
"843","CA","Butte Valley Unified School District","145976","0606580","CA",287,276,281,"school district"
"844","CA","Hayward Unified School District","146203","0616740","CA",19802,19069,18075,"school district"
"845","AZ","Tanque Verde Unified School District No. 13","223743","0408280","AZ",2180,2127,2218,"school district"
"846","CA","Oak Run Elementary School District","146448","0627870","CA",52,53,54,"school district"
"847","TX","Deweyville Independent School District","54509","4817010","TX",540,534,530,"school district"
"848","PA","Lampeter-Strasburg School District","48408","4213110","PA",3047,2828,2837,"school district"
"849","PA","Hollidaysburg Area School District","37888","4211940","PA",3352,3203,3192,"school district"
"850","CA","Ontario-Montclair School District","146457","0628470","CA",20147,19286,18909,"school district"
"851","PA","Bermudian Springs School District","37827","4203450","PA",1913,1786,1763,"school district"
"852","CA","San Pasqual Valley Unified School District","146611","0635070","CA",654,609,604,"school district"
"853","CA","Soquel Union Elementary School District","146664","0637290","CA",1908,1745,1687,"school district"
"854","CA","Strathmore Union Elementary School District","146685","0638130","CA",752,718,702,"school district"
"855","MO","Joplin Schools","35242","2916350","MO",7817,7630,7779,"school district"
"856","CA","Hornbrook Elementary School District","146218","0617620","CA",56,51,40,"school district"
"857","MO","Normandy Schools Collaborative","35316","2922650","MO",3096,2717,2865,"school district"
"858","CA","Paradise Unified School District","146490","0629820","CA",1734,1533,1494,"school district"
"859","TX","Blooming Grove Independent School District","163455","4810470","TX",942,897,903,"school district"
"860","TX","Broaddus Independent School District","152871","4811430","TX",384,351,365,"school district"
"861","CA","Grossmont Union High School District","146189","0616230","CA",16789,16996,17108,"school district"
"862","WA","West Valley School District No. 208","39724","5309720","WA",5615,5313,5373,"school district"
"863","CA","Hanford Elementary School District","146195","0616470","CA",5928,5690,5546,"school district"
"864","TX","Eagle Pass Independent School District","39093","4817730","TX",14500,14028,13385,"school district"
"865","TX","Kerrville Independent School District","39061","4825590","TX",4818,4781,4814,"school district"
"866","CA","Hanford Joint Union High School District","146196","0616500","CA",4016,4056,4142,"school district"
"867","TX","Round Top-Carmine Independent School District","163918","4838100","TX",266,236,241,"school district"
"868","CA","Happy Valley Union Elementary School District","146199","0616570","CA",479,468,469,"school district"
"869","CA","Val Verde Unified School District","146738","0691135","CA",19940,19303,19216,"school district"
"870","WA","La Connor School District No. 311","94034","5304110","WA",663,636,563,"school district"
"871","TX","Santa Fe Independent School District","38953","4839270","TX",4528,4343,4365,"school district"
"872","TX","Cayuga Independent School District","50823","4813200","TX",557,535,576,"school district"
"873","TX","Socorro Independent School District","38923","4840710","TX",47575,47061,47278,"school district"
"874","OH","Manchester Local School District","51165","3900537","OH",812,750,727,"school district"
"875","WA","Nooksack Valley School District No. 506","39712","5305670","WA",1969,1914,1878,"school district"
"876","CA","Calexico Unified School District","145982","0606900","CA",8972,8721,8563,"school district"
"877","WI","Oregon School District","39956","5511100","WI",4108,4119,4159,"school district"
"878","CA","Paradise Elementary School District","146489","0629790","CA",189,191,192,"school district"
"879","WI","School District of Fort Atkinson","39988","5504740","WI",2768,2652,2591,"school district"
"880","CA","Cutten School District","146060","0610380","CA",639,582,558,"school district"
"881","WA","Meridian School District No. 505","39711","5305010","WA",1848,1836,1775,"school district"
"882","TX","Mcallen Independent School District","42615","4829670","TX",22427,21602,20410,"school district"
"883","CA","Tamalpais Union High School District","146701","0638790","CA",5126,5166,5060,"school district"
"884","WI","School District of Cudahy","40020","5503060","WI",2296,2183,2153,"school district"
"885","CA","Ukiah Unified School District","146730","0640300","CA",6022,5938,5858,"school district"
"886","WA","Taholah School District No. 77","39627","5308730","WA",178,163,158,"school district"
"887","CA","Sundale Union Elementary School District","146689","0638340","CA",817,756,793,"school district"
"888","WI","Dodgeville School District","39986","5503690","WI",1217,1115,1117,"school district"
"889","WI","Hortonville Area School District","40032","5506600","WI",4146,4156,4336,"school district"
"890","CA","Taft Union High School District","146699","0638730","CA",1047,1095,1139,"school district"
"891","CA","Twin Rivers Unified School District","146728","0601332","CA",25340,24497,23904,"school district"
"892","CA","Union Hill Elementary School District","146732","0640380","CA",748,691,706,"school district"
"893","TX","River Road Independent School District","39145","4837260","TX",1326,1272,1340,"school district"
"894","CA","Sutter Union High School District","146695","0638610","CA",822,808,803,"school district"
"895","CA","Foresthill Union School District","146139","0613980","CA",417,392,425,"school district"
"896","CA","Calipatria Unified School District","145984","0606990","CA",1140,1127,1143,"school district"
"897","CA","Enterprise Elementary School District","146113","0612810","CA",3846,3680,3603,"school district"
"898","CA","Burbank Unified School District","145971","0606450","CA",15182,14704,14331,"school district"
"899","CA","Sweetwater Union High School District","146696","0638640","CA",38553,37060,36557,"school district"
"900","CA","Temecula Valley Unified School District","146704","0600028","CA",27979,26710,26562,"school district"
"901","NY","Canisteo-Greenwood Central School District","36391","3600124","NY",980,979,989,"school district"
"902","WI","Shorewood School District","40013","5513800","WI",2043,1891,1915,"school district"
"903","WI","Wrightstown Community School District","169303","5517190","WI",1371,1339,1331,"school district"
"904","WI","Wittenberg-Birnamwood School District","40070","5517100","WI",1146,1137,1134,"school district"
"905","TX","Laneville Independent School District","163706","4826700","TX",160,163,156,"school district"
"906","OK","Darlington Public School District No. 70","190783","4009420","OK",227,228,248,"school district"
"907","TX","Lapoynor Independent School District","163707","4826220","TX",469,474,491,"school district"
"908","TX","Lazbuddie Independent School District","163709","4826970","TX",161,182,164,"school district"
"909","TX","Leakey Independent School District","163711","4827000","TX",284,286,329,"school district"
"910","TX","Leggett Independent School District","163716","4827120","TX",196,204,219,"school district"
"911","TX","Lefors Independent School District","163713","4827090","TX",170,169,177,"school district"
"912","TX","Lamar Consolidated Independent School District","163705","4826580","TX",35156,36519,39579,"school district"
"913","TX","Leon Independent School District","163717","4827180","TX",705,735,717,"school district"
"914","TX","Leonard Independent School District","163718","4827210","TX",861,831,827,"school district"
"915","TX","Latexo Independent School District","163708","4826910","TX",453,464,489,"school district"
"916","TX","Meyersville Independent School District","163788","4830450","TX",149,166,145,"school district"
"917","TX","Miami Independent School District","163789","4830480","TX",190,195,196,"school district"
"918","TX","Ranger Independent School District","163872","4836480","TX",368,351,336,"school district"
"919","TX","Rankin Independent School District","163873","4836510","TX",303,289,312,"school district"
"920","TX","Medina Independent School District","163785","4830030","TX",315,274,267,"school district"
"921","TX","Leveretts Chapel Independent School District","163719","4827270","TX",237,237,245,"school district"
"922","TX","Linden-Kildare Consolidated Independent School District","163722","4827540","TX",656,626,638,"school district"
"923","TX","Lindsay Independent School District","163723","4827570","TX",512,489,490,"school district"
"924","TX","Lipan Independent School District","163725","4827630","TX",441,413,448,"school district"
"925","TX","Lockney Independent School District","163727","4827890","TX",442,456,433,"school district"
"926","TX","Lohn Independent School District","163728","4827930","TX",74,102,125,"school district"
"927","TX","London Independent School District","163729","4827990","TX",1201,1280,1428,"school district"
"928","TX","Lone Oak Independent School District","163730","4828020","TX",993,967,1027,"school district"
"929","TX","Morton Independent School District","163804","4831470","TX",399,374,361,"school district"
"930","TX","Moulton Independent School District","163806","4831560","TX",273,286,309,"school district"
"931","TX","Mount Calm Independent School District","163807","4831620","TX",203,184,193,"school district"
"932","TX","Loop Independent School District","163732","4828140","TX",157,146,151,"school district"
"933","TX","Montague Independent School District","163799","4831200","TX",174,151,148,"school district"
"934","TX","Miles Independent School District","163794","4830750","TX",489,468,487,"school district"
"935","TX","Milford Independent School District","163795","4830780","TX",246,245,238,"school district"
"936","TX","Moran Independent School District","163801","4831320","TX",112,118,114,"school district"
"937","TX","Morgan Independent School District","163802","4831380","TX",124,136,139,"school district"
"938","TX","Red Lick Independent School District","163878","4836630","TX",523,518,501,"school district"
"939","TX","Miller Grove Independent School District","163796","4830810","TX",354,306,299,"school district"
"940","TX","Millsap Independent School District","163797","4830870","TX",1040,1029,1101,"school district"
"941","TX","Loraine Independent School District","163733","4828170","TX",158,143,135,"school district"
"942","OK","Guymon Public Schools","190799","4013590","OK",3070,2956,2938,"school district"
"943","TX","Lyford Consolidated Independent School District","163738","4828620","TX",1449,1449,1428,"school district"
"944","TX","Madisonville Consolidated Independent School District","163739","4828710","TX",2409,2294,2319,"school district"
"945","TX","Louise Independent School District","163735","4828350","TX",530,493,518,"school district"
"946","TX","Lovelady Independent School District","163736","4828410","TX",507,512,504,"school district"
"947","TX","Malone Independent School District","163740","4828800","TX",169,165,153,"school district"
"948","TX","Malta Independent School District","163741","4828830","TX",236,219,208,"school district"
"949","TX","Rice Consolidated Independent School District","163899","4836970","TX",1341,1289,1275,"school district"
"950","TX","Los Fresnos Consolidated Independent School District","163734","4828290","TX",10660,10529,10355,"school district"
"951","TX","Muenster Independent School District","163809","4831860","TX",535,524,538,"school district"
"952","TX","Mullin Independent School District","163810","4831920","TX",280,217,195,"school district"
"953","TX","Nazareth Independent School District","163814","4832220","TX",248,250,250,"school district"
"954","TX","Neches Independent School District","163815","4832250","TX",353,339,343,"school district"
"955","TX","Mumford Independent School District","163811","4831950","TX",625,615,611,"school district"
"956","TX","Munday Consolidated Independent School District","163812","4831970","TX",414,396,405,"school district"
"957","TX","Murchison Independent School District","163813","4832010","TX",173,168,179,"school district"
"958","TX","Nueces Canyon Consolidated Independent School District","163827","4833240","TX",283,260,254,"school district"
"959","TX","Robert Lee Independent School District","163910","4837380","TX",272,258,263,"school district"
"960","TX","Rivercrest Independent School District","163908","4842120","TX",717,657,685,"school district"
"961","TX","Riviera Independent School District","163909","4837320","TX",428,435,479,"school district"
"962","TX","Richland Springs Independent School District","163903","4837080","TX",118,112,121,"school district"
"963","TX","Richards Independent School District","163901","4836990","TX",186,182,213,"school district"
"964","TX","Lueders-Avoca Independent School District","163737","4828530","TX",105,107,99,"school district"
"965","TX","Riesel Independent School District","163904","4837110","TX",652,648,623,"school district"
"966","TX","Rising Star Independent School District","163907","4837230","TX",167,186,191,"school district"
"967","TX","Rochelle Independent School District","163912","4837500","TX",203,195,194,"school district"
"968","TX","Rocksprings Independent School District","163913","4800003","TX",300,270,257,"school district"
"969","TX","Rio Vista Independent School District","163905","4837200","TX",755,770,820,"school district"
"970","TX","New Home Independent School District","163817","4832490","TX",532,575,588,"school district"
"971","TX","Newcastle Independent School District","163818","4832700","TX",199,210,212,"school district"
"972","TX","North Hopkins Independent School District","163822","4832970","TX",541,555,535,"school district"
"973","TX","Rule Independent School District","163921","4838280","TX",132,141,143,"school district"
"974","TX","North Zulch Independent School District","163824","4833030","TX",300,300,315,"school district"
"975","TX","Nixon-Smiley Consolidated Independent School District","163819","4832740","TX",1083,1015,1065,"school district"
"976","TX","Nursery Independent School District","163828","4833270","TX",147,141,136,"school district"
"977","TX","Nordheim Independent School District","163820","4832880","TX",153,144,149,"school district"
"978","TX","Normangee Independent School District","163821","4832910","TX",600,595,627,"school district"
"979","TX","Ropes Independent School District","163915","4837830","TX",485,475,514,"school district"
"980","TX","Rotan Independent School District","163917","4838040","TX",255,239,242,"school district"
"981","TX","Sabine Pass Independent School District","163923","4838490","TX",375,388,365,"school district"
"982","TX","Saint Jo Independent School District","163924","4838520","TX",320,319,322,"school district"
"983","TX","Santo Independent School District","163936","4839390","TX",487,453,499,"school district"
"984","TX","Savoy Independent School District","163937","4839450","TX",329,303,306,"school district"
"985","TX","Rogers Independent School District","163914","4837710","TX",867,892,896,"school district"
"986","TX","Santa Gertrudis Independent School District","163935","4839300","TX",810,779,781,"school district"
"987","TX","Paint Creek Independent School District","163838","4833960","TX",104,91,95,"school district"
"988","TX","Oakwood Independent School District","163829","4833340","TX",189,192,234,"school district"
"989","TX","Pawnee Independent School District","163847","4834410","TX",522,315,498,"school district"
"990","TX","Paducah Independent School District","163837","4833900","TX",200,183,161,"school district"
"991","TX","Seymour Independent School District","163945","4839780","TX",579,621,620,"school district"
"992","TX","San Felipe Del Rio Consolidated Independent School District","163928","4838900","TX",10331,9874,9870,"school district"
"993","TX","Paint Rock Independent School District","163839","4833980","TX",234,237,226,"school district"
"994","TX","Olfen Independent School District","163833","4833570","TX",123,142,141,"school district"
"995","TX","Saltillo Independent School District","163925","4838610","TX",284,255,244,"school district"
"996","TX","San Perlita Independent School District","163931","4839000","TX",250,232,223,"school district"
"997","TX","San Vicente Independent School District","163932","4839060","TX",14,5,9,"school district"
"998","TX","San Benito Consolidated Independent School District","163927","4838790","TX",10250,9728,9211,"school district"
"999","TX","Sanford-Fritch Independent School District","163933","4839150","TX",687,685,693,"school district"
"1000","TX","Santa Anna Independent School District","163934","4839210","TX",265,265,253,"school district"
"1001","TX","Scurry-Rosser Independent School District","163942","4839570","TX",1099,1073,1085,"school district"
"1002","TX","Oglesby Independent School District","163832","4833420","TX",165,185,198,"school district"
"1003","IA","Lake Mills Community School District","163373","1916110","IA",700,697,685,"school district"
"1004","TX","Paradise Independent School District","163844","4834260","TX",1236,1216,1283,"school district"
"1005","TX","Palo Pinto Independent School District","163840","4834140","TX",102,84,84,"school district"
"1006","TX","Panhandle Independent School District","163841","4834230","TX",669,669,664,"school district"
"1007","TX","Panther Creek Consolidated Independent School District","163843","4800007","TX",156,156,165,"school district"
"1008","TX","Pettus Independent School District","163852","4834770","TX",397,374,379,"school district"
"1009","TX","Penelope Independent School District","163848","4834560","TX",204,211,199,"school district"
"1010","TX","Petersburg Independent School District","163850","4834680","TX",291,291,276,"school district"
"1011","TX","Perrin-Whitt Consolidated Independent School District","163849","4834630","TX",319,316,322,"school district"
"1012","TX","Patton Springs Independent School District","163846","4834380","TX",99,90,86,"school district"
"1013","TX","Plains Independent School District","163854","4835040","TX",482,431,412,"school district"
"1014","TX","Ponder Independent School District","163856","4835310","TX",1579,1585,1582,"school district"
"1015","TX","Poolville Independent School District","163857","4835340","TX",540,557,645,"school district"
"1016","TX","Shiner Independent School District","163946","4840110","TX",703,702,710,"school district"
"1017","TX","Sidney Independent School District","163947","4840170","TX",147,142,128,"school district"
"1018","IA","Lenox Community School District","163376","1916620","IA",508,502,507,"school district"
"1019","IA","Lamoni Community School District","163374","1916320","IA",337,336,351,"school district"
"1020","TX","Prairie Lea Independent School District","163861","4835700","TX",217,221,235,"school district"
"1021","TX","Prairie Valley Independent School District","163862","4835730","TX",150,152,147,"school district"
"1022","CA","Trinity Alps Unified School District","146717","0601331","CA",679,695,657,"school district"
"1023","WI","Green Bay Area Public School District","197692","5505820","WI",20248,19171,19166,"school district"
"1024","CA","Chula Vista Elementary School District","146022","0608610","CA",23116,22452,22188,"school district"
"1025","CA","Columbia Elementary School District","146039","0609450","CA",767,668,715,"school district"
"1026","CA","Corning Union Elementary School District","146046","0609780","CA",2037,1986,2014,"school district"
"1027","CA","Fortuna Elementary School District","146145","0601420","CA",1113,1029,1133,"school district"
"1028","CA","Twin Hills Union Elementary School District","146726","0640230","CA",1157,1101,964,"school district"
"1029","CA","Coffee Creek Elementary School District","146034","0609240","CA",9,8,11,"school district"
"1030","CA","Fallbrook Union Elementary School District","146128","0613500","CA",5278,4756,4921,"school district"
"1031","CA","Gerber Union Elementary School District","146166","0615090","CA",374,382,409,"school district"
"1032","CA","Franklin Elementary School District","146148","0614340","CA",498,464,476,"school district"
"1033","TX","Winters Independent School District","39158","4846260","TX",571,556,554,"school district"
"1034","CA","Elverta Joint Elementary School District","146109","0612600","CA",312,271,246,"school district"
"1035","CA","Columbine Elementary School District","146041","0609510","CA",194,186,181,"school district"
"1036","CA","El Centro Elementary School District","146100","0612030","CA",5339,5292,5234,"school district"
"1037","CA","Grass Valley Elementary School District","146180","0615780","CA",1789,1694,1622,"school district"
"1038","CA","Twin Ridges Elementary School District","146727","0600012","CA",99,82,93,"school district"
"1039","CA","Delphic Elementary School District","146071","0610980","CA",62,59,59,"school district"
"1040","CA","Gazelle Union Elementary School District","146164","0614970","CA",37,38,38,"school district"
"1041","CA","Forks of Salmon Elementary School District","146141","0614040","CA",9,8,8,"school district"
"1042","SC","Horry County Schools","87683","4502490","SC",45759,44479,46551,"school district"
"1043","CA","Golden Feather Union Elementary School District","146173","0615480","CA",53,62,77,"school district"
"1044","CA","Hot Springs Elementary School District","146219","0617640","CA",24,20,8,"school district"
"1045","CA","Victor Valley Union High School District","146747","0636972","CA",10820,10641,11202,"school district"
"1046","CA","Howell Mountain Elementary School District","146220","0617760","CA",99,88,101,"school district"
"1047","CA","Loleta Union School District","146321","0622320","CA",100,97,108,"school district"
"1048","CA","Kashia Elementary School District","146246","0632340","CA",12,16,9,"school district"
"1049","CA","Fort Ross Elementary School District","146143","0614130","CA",15,11,12,"school district"
"1050","CA","French Gulch-Whiskeytown Elementary School District","146152","0614490","CA",25,30,24,"school district"
"1051","CA","Garfield Elementary School District","146161","0614910","CA",66,58,66,"school district"
"1052","CA","Douglas City Elementary School District","146080","0611430","CA",175,171,162,"school district"
"1053","CA","Indian Springs Elementary School District","146231","0618270","CA",17,19,11,"school district"
"1054","MI","Hartland Consolidated Schools","34503","2617910","MI",5468,5262,5234,"school district"
"1055","MI","Whitehall District Schools","34564","2636300","MI",2043,2028,1997,"school district"
